99%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
53,2208603,[6 0 8 2 5 1 3 7 9 4],542656,[1 5 4 7 8 0 6 9 2 3],924218,[2 5 9 3 6 8 0 4 1 7],630737,[1 7 6 2 0 3 8 9 5 4],778859,[2 1 4 6 8 5 3 9 7 0],1893643,[5 1 9 7 0 3 8 2 6 4],695012,[1 9 2 8 3 6 7 4 0 5],990397,[2 7 5 4 6 1 8 0 9 3],3542721,[9 6 7 8 2 4 1 3 5 0],3140775,[8 5 9 1 2 0 6 4 7 3],346491,[0 9 5 7 2 4 1 6 8 3],3056450,[8 3 7 4 0 5 1 6 2 9],2874026,[7 9 2 1 6 3 0 5 4 8],540545,[1 5 4 2 8 6 7 9 3 0],2599574,[7 1 4 8 5 0 6 3 2 9],319771,[0 8 9 4 1 6 7 2 5 3],2345864,[6 4 1 5 0 9 3 7 2 8],2865998,[7 9 0 5 4 2 6 3 1 8],3593547,[9 8 1 0 2 4 3 6 7 5],3586192,[9 7 8 3 5 6 2 4 0 1]
54,1176892,[3 2 1 6 7 5 0 9 4 8],2383999,[6 5 1 0 2 8 4 3 9 7],868241,[2 4 6 1 9 3 7 8 5 0],2840341,[7 8 3 4 9 2 5 0 6 1],2493883,[6 8 7 5 4 1 9 0 3 2],1532164,[4 2 0 1 3 5 6 9 7 8],378007,[1 0 5 2 3 4 7 6 9 8],3602265,[9 8 2 6 0 7 3 4 5 1],1567366,[4 2 8 9 7 1 6 5 0 3],381359,[1 0 5 7 6 9 8 4 3 2],1205243,[3 2 9 0 8 6 4 7 5 1],2261957,[6 2 0 8 5 7 1 9 4 3],490227,[1 4 2 3 9 5 0 7 8 6],3438606,[9 4 2 1 8 0 5 3 6 7],2109502,[5 8 2 4 9 0 7 6 1 3],3223704,[8 7 9 4 2 1 0 3 5 6],1412577,[3 9 0 2 8 5 4 6 7 1],2501690,[6 9 0 3 5 4 1 7 2 8],2254139,[6 1 9 2 7 4 3 8 5 0],111215,[0 3 8 1 5 7 9 6 4 2]
55,1542441,[4 2 3 0 5 8 6 7 9 1],2958742,[8 1 4 0 5 2 9 7 3 6],741889,[2 0 5 3 6 7 1 4 9 8],3584570,[9 7 8 1 4 3 0 5 2 6],814190,[2 3 1 6 8 9 5 4 0 7],333154,[0 9 3 1 7 4 5 8 2 6],2065322,[5 7 1 8 4 0 2 6 3 9],1578225,[4 3 1 0 9 8 5 6 7 2],2553371,[7 0 3 6 4 1 5 9 8 2],2441062,[6 7 4 2 3 0 9 8 1 5],550569,[1 5 7 2 8 0 4 6 9 3],122263,[0 4 1 3 8 9 5 2 7 6],1814100,[4 9 8 7 3 2 5 0 1 6],827348,[2 3 6 1 0 7 9 5 4 8],740389,[2 0 4 9 3 8 6 1 7 5],2489499,[6 8 5 9 3 7 0 2 4 1],1035369,[2 8 6 4 0 1 5 7 9 3],3560794,[9 7 2 4 5 1 3 8 0 6],1626078,[4 5 2 7 3 8 1 0 6 9],2600276,[7 1 4 9 3 8 6 2 0 5]
56,152458,[0 4 8 2 7 5 3 9 1 6],1251122,[3 5 0 2 8 1 4 7 6 9],1138028,[3 1 2 8 6 5 9 4 0 7],1602313,[4 3 7 9 2 6 0 1 8 5],853778,[2 4 1 5 8 9 0 6 3 7],870003,[2 4 6 7 3 0 1 8 9 5],628295,[1 7 5 6 4 8 9 3 2 0],2889477,[7 9 5 2 0 8 6 3 4 1],563792,[1 5 9 8 0 3 4 6 2 7],814380,[2 3 1 7 0 6 8 4 5 9],2035237,[5 6 3 8 7 1 4 0 9 2],40391,[0 2 1 3 4 7 9 8 6 5],550532,[1 5 7 2 6 8 9 3 0 4],1953519,[5 3 4 7 1 2 8 6 9 0],3391777,[9 3 0 8 6 7 1 2 5 4],3122414,[8 5 3 4 7 0 6 2 1 9],1234168,[3 4 6 9 0 7 5 8 1 2],390682,[1 0 7 5 6 8 3 9 2 4],2152116,[5 9 3 0 1 4 7 2 6 8],866139,[2 4 5 8 9 7 0 3 6 1]
57,499104,[1 4 5 0 3 6 2 7 8 9],2124820,[5 8 6 4 0 9 1 7 2 3],3204634,[8 7 3 6 9 1 2 5 0 4],2121023,[5 8 4 7 9 0 6 3 2 1],1579327,[4 3 1 5 7 0 6 2 9 8],2303603,[6 3 1 0 5 8 4 9 7 2],1234000,[3 4 6 8 9 1 5 7 0 2],1806007,[4 9 7 2 3 0 5 1 8 6],2947773,[8 1 0 9 2 6 7 4 5 3],948156,[2 6 5 0 9 3 7 1 4 8],812805,[2 3 1 4 9 5 8 6 7 0],1811106,[4 9 8 2 3 5 7 0 1 6],1808802,[4 9 7 8 1 2 6 0 3 5],904762,[2 5 4 6 7 8 1 9 0 3],3099997,[8 4 9 0 5 2 6 1 7 3],1283396,[3 5 8 6 2 9 7 1 0 4],3568005,[9 7 3 8 4 1 6 2 5 0],844149,[2 3 9 5 4 6 8 1 7 0],700364,[1 9 3 8 6 2 7 4 0 5],3356308,[9 2 1 8 5 3 0 7 4 6]
58,516632,[1 4 8 5 6 2 3 7 0 9],175372,[0 5 3 8 6 4 1 9 2 7],3157151,[8 6 2 3 9 4 7 5 1 0],3254167,[8 9 5 4 6 0 2 1 7 3],684568,[1 8 9 6 5 4 3 7 0 2],2623471,[7 2 0 5 8 3 4 1 9 6],2322155,[6 3 5 8 1 2 4 9 7 0],2326712,[6 3 7 5 4 1 2 8 0 9],1834856,[5 0 6 1 4 7 3 8 2 9],2296994,[6 2 9 7 1 5 0 4 3 8],102521,[0 3 6 4 5 2 8 9 7 1],1637912,[4 5 6 9 8 1 2 3 0 7],1136585,[3 1 2 6 7 5 8 9 4 0],3060394,[8 3 9 1 5 2 4 7 0 6],2826576,[7 8 0 6 5 9 1 2 3 4],2350601,[6 4 2 3 8 1 7 9 5 0],3029463,[8 3 1 0 6 5 7 4 9 2],2836203,[7 8 2 6 1 0 3 5 9 4],1229069,[3 4 5 9 0 2 1 8 7 6],3194093,[8 7 1 6 2 4 0 9 5 3]
59,2413057,[6 5 8 7 2 9 0 1 4 3],2541696,[7 0 1 4 2 9 3 5 6 8],3595006,[9 8 1 3 0 4 7 6 2 5],1434720,[3 9 5 6 7 0 1 2 4 8],2120112,[5 8 4 6 3 7 0 1 2 9],2422974,[6 7 0 8 2 4 3 1 5 9],2151369,[5 9 2 8 0 1 4 6 7 3],2787310,[7 6 1 0 3 5 9 8 2 4],2061414,[5 7 1 0 2 6 4 3 8 9],2970429,[8 1 6 3 5 4 9 2 7 0],1505592,[4 1 3 8 0 7 2 5 6 9],759923,[2 0 8 7 4 6 3 9 5 1],97520,[0 3 5 4 6 8 2 7 1 9],2799786,[7 6 3 4 5 2 9 0 1 8],912725,[2 5 7 0 8 1 3 9 6 4],1348234,[3 7 4 5 6 1 2 9 0 8],635326,[1 7 8 0 4 3 9 6 2 5],2975859,[8 1 7 4 0 9 2 5 6 3],2177249,[5 9 8 7 6 3 2 4 1 0],2510528,[6 9 2 0 8 1 4 5 3 7]
60,120476,[0 3 9 8 2 7 6 4 1 5],892817,[2 5 1 3 0 4 8 9 7 6],3533244,[9 6 5 0 2 7 4 1 3 8],960028,[2 6 8 4 3 1 0 9 5 7],2304510,[6 3 1 2 8 4 5 0 7 9],3458549,[9 4 7 1 5 2 0 8 6 3],217162,[0 6 4 1 7 8 3 9 2 5],181209,[0 5 4 9 7 1 3 6 8 2],79953,[0 2 9 8 1 4 5 6 7 3],939496,[2 6 3 4 9 0 7 8 1 5],2945924,[8 1 0 5 6 3 9 4 2 7],1915647,[5 2 6 0 7 8 4 3 9 1],3499990,[9 5 7 3 0 4 8 6 1 2],1048420,[2 9 0 1 3 8 4 7 5 6],676001,[1 8 7 0 9 3 5 6 4 2],2984463,[8 2 0 3 1 6 7 5 9 4],2021141,[5 6 1 0 2 9 3 8 7 4],160132,[0 4 9 7 3 5 1 8 2 6],2351744,[6 4 2 7 1 9 3 5 0 8],642031,[1 7 9 3 6 2 4 0 8 5]
61,70589,[0 2 8 1 3 5 4 9 7 6],1711961,[4 7 3 6 8 1 5 9 2 0],3433184,[9 4 1 2 3 8 5 6 0 7],1414362,[3 9 0 6 4 2 8 1 5 7],88288,[0 3 2 6 7 8 5 9 1 4],2616140,[7 1 9 0 5 2 8 4 3 6],70953,[0 2 8 1 6 4 5 7 9 3],2397113,[6 5 3 7 1 9 4 8 2 0],2763620,[7 5 4 2 3 0 9 6 1 8],252631,[0 7 3 1 9 4 5 2 8 6],2218963,[6 1 0 3 9 4 8 2 7 5],1836148,[5 0 6 3 2 4 1 9 7 8],1004458,[2 7 9 3 0 5 4 8 1 6],830098,[2 3 6 7 9 4 1 8 0 5],1256278,[3 5 1 2 8 9 7 6 0 4],1513855,[4 1 6 3 7 5 2 0 9 8],1855144,[5 1 0 2 7 6 8 9 3 4],175759,[0 5 3 9 1 7 4 2 8 6],3315104,[9 1 2 7 3 8 4 5 0 6],2503566,[6 9 0 7 2 1 4 3 5 8]
62,2790060,[7 6 1 5 0 4 8 2 3 9],3532232,[9 6 4 7 8 1 2 3 0 5],175150,[0 5 3 8 2 6 9 7 1 4],2840745,[7 8 3 5 2 9 1 4 6 0],1212458,[3 4 0 6 9 8 1 5 2 7],3356374,[9 2 1 8 5 6 7 4 0 3],3393146,[9 3 1 2 7 4 0 6 5 8],2907270,[8 0 1 7 9 3 4 2 5 6],1229501,[3 4 5 9 6 8 0 7 2 1],2208845,[6 0 8 2 9 1 3 7 5 4],169210,[0 5 2 7 1 3 6 9 4 8],1455516,[4 0 1 8 6 3 7 2 5 9],473667,[1 3 7 9 8 2 0 5 6 4],2063182,[5 7 1 3 6 0 9 8 2 4],521182,[1 4 9 3 8 0 7 6 2 5],2457631,[6 7 9 4 2 1 3 0 8 5],1190301,[3 2 6 1 4 0 9 7 8 5],1720929,[4 7 6 3 1 0 5 8 9 2],1219078,[3 4 1 9 0 8 7 6 2 5],1524254,[4 1 8 5 0 2 7 6 3 9]
63,556538,[1 5 8 3 9 7 0 4 2 6],2827064,[7 8 0 9 3 6 2 4 1 5],3099149,[8 4 7 9 2 1 0 6 5 3],2248056,[6 1 8 0 3 9 2 4 5 7],2438416,[6 7 3 8 5 0 4 9 1 2],3285060,[9 0 4 7 5 3 6 1 2 8],982083,[2 7 3 9 0 1 4 6 8 5],1802994,[4 9 6 7 0 8 5 1 2 3],2678263,[7 3 4 2 8 9 1 0 6 5],855205,[2 4 1 7 8 6 5 0 9 3],866870,[2 4 5 9 8 7 3 1 0 6],1173650,[3 2 0 9 1 6 4 7 5 8],3446491,[9 4 3 7 6 5 8 0 2 1],2980047,[8 1 9 2 7 5 4 3 6 0],1179398,[3 2 4 0 1 6 8 7 5 9],3063898,[8 3 9 7 2 4 1 6 0 5],883811,[2 4 9 3 6 0 5 8 7 1],1457826,[4 0 2 3 8 6 9 1 5 7],3225888,[8 9 0 1 4 5 2 3 6 7],2415501,[6 5 9 1 8 0 7 3 4 2]
64,1652622,[4 5 9 8 1 7 2 0 3 6],339622,[0 9 4 3 7 1 8 6 2 5],1862494,[5 1 2 6 8 7 9 4 0 3],1683078,[4 6 7 9 3 5 1 0 2 8],843550,[2 3 9 4 6 5 8 7 0 1],1781943,[4 9 1 5 8 3 6 2 7 0],2490487,[6 8 7 1 0 2 4 3 9 5],1376215,[3 8 1 0 5 6 4 2 9 7],1748293,[4 8 2 9 1 0 6 3 7 5],1921705,[5 2 7 3 0 4 1 6 9 8],862281,[2 4 5 0 7 8 3 6 9 1],902473,[2 5 4 0 6 8 1 3 9 7],1015839,[2 8 1 5 9 3 6 4 7 0],401684,[1 0 9 6 8 3 7 4 2 5],2267942,[6 2 1 9 8 4 5 3 0 7],3582292,[9 7 6 5 2 3 0 8 1 4],3083075,[8 4 3 7 0 2 5 9 6 1],2034931,[5 6 3 8 1 7 9 0 4 2],2238546,[6 1 5 2 0 7 9 3 4 8],896362,[2 5 1 8 9 6 3 7 0 4]
65,3062642,[8 3 9 5 6 0 1 4 2 7],3471808,[9 5 0 7 8 4 3 6 1 2],2004367,[5 4 7 6 9 0 2 1 8 3],1510755,[4 1 5 8 2 7 0 6 9 3],2141453,[5 9 0 8 2 4 1 7 6 3],263528,[0 7 5 3 1 2 6 8 4 9],257510,[0 7 4 1 6 9 5 3 2 8],1222366,[3 4 2 6 8 1 9 7 0 5],686934,[1 9 0 4 2 6 5 3 7 8],3435552,[9 4 1 6 5 7 0 2 3 8],2202805,[6 0 7 1 4 8 5 2 9 3],3506584,[9 5 8 6 1 3 4 7 0 2],1759212,[4 8 6 0 3 1 7 2 5 9],771873,[2 1 3 4 0 6 7 8 9 5],335698,[0 9 3 6 2 5 4 8 1 7],1029920,[2 8 5 3 4 7 1 6 0 9],497850,[1 4 3 8 5 7 9 0 2 6],68349,[0 2 7 5 9 4 8 3 6 1],1144710,[3 1 5 0 9 4 6 2 7 8],2221576,[6 1 0 8 5 2 7 9 3 4]
66,3080034,[8 4 3 0 7 9 6 1 2 5],366855,[1 0 2 8 6 3 7 5 9 4],246828,[0 7 1 9 6 8 4 2 3 5],2995471,[8 2 3 4 5 1 6 0 9 7],2133729,[5 8 9 2 4 0 3 6 7 1],344064,[0 9 5 2 8 3 1 4 6 7],3462730,[9 4 8 0 3 1 5 7 2 6],3270520,[9 0 1 8 4 3 6 7 2 5],1147721,[3 1 5 8 0 4 7 9 6 2],1183444,[3 2 4 8 7 0 1 9 5 6],2283323,[6 2 7 0 3 8 4 9 5 1],418594,[1 2 5 0 6 4 7 9 3 8],1635949,[4 5 6 7 0 9 3 1 8 2],3214114,[8 7 5 6 0 2 3 9 1 4],46067,[0 2 3 1 9 8 5 7 6 4],616383,[1 7 3 4 0 6 8 5 9 2],3240503,[8 9 2 7 5 0 6 4 3 1],2302114,[6 3 0 8 4 2 5 9 1 7],1073941,[2 9 6 0 5 4 7 1 8 3],173244,[0 5 3 4 7 8 6 1 2 9]
67,552778,[1 5 7 6 8 3 2 9 0 4],2185409,[6 0 2 7 3 8 5 9 4 1],2490623,[6 8 7 1 2 0 9 5 4 3],700407,[1 9 3 8 6 5 4 2 7 0],3521066,[9 6 2 5 3 1 0 7 4 8],785453,[2 1 5 8 9 4 0 7 6 3],1138327,[3 1 2 9 0 4 6 5 8 7],3353980,[9 2 1 5 3 8 0 7 4 6],619327,[1 7 3 9 2 0 5 4 8 6],1222402,[3 4 2 6 8 7 1 9 0 5],681847,[1 8 9 3 0 2 5 4 7 6],1463050,[4 0 3 5 1 2 7 9 6 8],199960,[0 5 9 6 7 2 4 8 1 3],2222029,[6 1 0 9 2 8 5 3 7 4],2428140,[6 7 1 8 3 4 5 0 2 9],1618437,[4 5 1 0 8 9 7 3 6 2],2724123,[7 4 5 3 6 0 1 8 9 2],102621,[0 3 6 4 7 1 9 5 8 2],2106204,[5 8 1 9 2 6 4 0 3 7],800352,[2 1 8 7 5 6 0 3 4 9]
68,428209,[1 2 6 9 7 4 0 3 8 5],3447842,[9 4 5 0 7 1 2 6 3 8],3125469,[8 5 4 0 9 3 7 2 6 1],2315646,[6 3 4 5 1 0 7 2 8 9],1634589,[4 5 6 2 1 7 9 3 8 0],866161,[2 4 5 9 0 1 3 6 8 7],3586091,[9 7 8 3 5 0 2 6 4 1],3524175,[9 6 3 1 7 0 5 4 8 2],1051839,[2 9 0 6 8 3 5 4 7 1],2455340,[6 7 9 1 2 0 8 4 3 5],625968,[1 7 5 2 4 6 0 3 8 9],2287336,[6 2 7 8 9 0 4 5 1 3],1710518,[4 7 3 2 8 1 6 5 0 9],2990335,[8 2 1 4 3 6 5 0 9 7],3568655,[9 7 4 0 3 6 8 5 2 1],1192444,[3 2 6 7 1 0 4 9 5 8],3276340,[9 0 3 1 5 8 2 7 4 6],2198498,[6 0 5 2 4 9 1 7 3 8],1454304,[4 0 1 6 9 3 2 5 7 8],1328276,[3 6 9 4 7 8 5 1 0 2]
69,2981555,[8 1 9 5 0 3 4 7 6 2],1565585,[4 2 8 6 3 5 7 9 1 0],3209944,[8 7 4 9 1 3 5 6 0 2],1211790,[3 4 0 6 1 5 7 2 8 9],264381,[0 7 5 4 2 1 9 6 8 3],2097337,[5 8 0 1 9 7 2 3 6 4],1191158,[3 2 6 4 5 1 8 7 0 9],2234721,[6 1 4 3 8 7 2 5 9 0],2528840,[6 9 5 7 1 4 2 3 0 8],2537562,[6 9 8 3 2 1 7 0 4 5],197034,[0 5 9 1 6 8 7 2 3 4],1085042,[2 9 8 3 0 1 4 6 5 7],1144225,[3 1 5 0 4 6 2 7 9 8],3134624,[8 5 6 9 3 7 1 2 0 4],3166817,[8 6 4 2 3 0 7 9 5 1],3278138,[9 0 3 4 8 7 1 5 2 6],1742040,[4 8 1 6 5 0 2 3 7 9],3078009,[8 4 2 7 0 1 5 6 9 3],1616361,[4 5 0 7 9 6 2 3 8 1],2367831,[6 4 7 8 3 9 2 1 5 0]
70,2206414,[6 0 7 8 3 5 9 4 1 2],3472971,[9 5 1 0 6 4 2 7 8 3],559544,[1 5 9 0 2 8 4 6 3 7],1366700,[3 7 9 1 2 0 8 5 4 6],336550,[0 9 3 7 4 5 8 6 1 2],216843,[0 6 4 1 3 2 5 8 9 7],2349125,[6 4 2 0 8 1 3 9 7 5],19851,[0 1 5 9 6 4 2 7 8 3],424246,[1 2 6 3 4 5 9 8 0 7],2917079,[8 0 3 7 4 9 6 5 2 1],1496608,[4 1 0 9 6 7 5 8 2 3],3307138,[9 1 0 3 4 6 5 8 2 7],2556012,[7 0 4 2 1 3 8 5 6 9],2147773,[5 9 2 1 0 3 7 4 8 6],2027545,[5 6 2 3 0 4 1 7 9 8],1114688,[3 0 7 2 4 1 6 8 5 9],1280972,[3 5 8 1 0 7 9 4 2 6],1772894,[4 8 9 6 2 0 5 3 1 7],2380616,[6 5 0 3 4 7 2 8 1 9],3029735,[8 3 1 0 9 6 7 5 4 2]
71,2193213,[6 0 4 2 1 8 9 5 7 3],1960546,[5 3 6 9 8 7 1 4 0 2],2617788,[7 1 9 3 6 8 4 0 2 5],1479810,[4 0 7 6 2 8 9 1 3 5],692997,[1 9 2 5 4 8 7 3 6 0],3445210,[9 4 3 6 0 1 5 8 2 7],1841535,[5 0 7 3 8 1 6 4 9 2],3074926,[8 4 2 0 7 3 9 6 1 5],3374687,[9 2 6 5 0 3 8 7 4 1],1358030,[3 7 6 4 0 9 5 2 1 8],2989515,[8 2 1 3 0 7 4 6 9 5],3417486,[9 3 7 0 5 1 4 2 6 8],221138,[0 6 4 9 1 8 2 5 3 7],609872,[1 7 2 0 3 5 6 8 4 9],1697101,[4 7 0 8 1 5 6 2 9 3],2279406,[6 2 5 1 9 0 4 3 7 8],1747016,[4 8 2 6 3 5 1 7 0 9],3252803,[8 9 5 2 6 4 1 7 3 0],3407486,[9 3 5 0 6 7 4 2 1 8],1887915,[5 1 8 6 0 7 2 4 9 3]
72,1469541,[4 0 5 7 1 2 9 6 8 3],1324747,[3 6 8 7 9 2 5 0 4 1],1301143,[3 6 2 1 0 9 5 4 8 7],1037219,[2 8 6 7 4 3 1 9 5 0],3150198,[8 6 1 0 3 7 4 2 5 9],2652083,[7 2 8 1 4 6 3 9 5 0],184629,[0 5 6 7 3 4 9 2 8 1],2381033,[6 5 0 3 9 8 4 7 2 1],2233522,[6 1 4 2 0 8 5 9 3 7],2593469,[7 1 3 6 0 4 2 9 8 5],1448765,[3 9 8 4 1 0 2 7 6 5],3031845,[8 3 1 5 9 2 7 4 6 0],601255,[1 6 9 3 0 5 4 2 8 7],3126888,[8 5 4 2 9 3 0 1 6 7],2609196,[7 1 6 5 9 2 4 0 3 8],1820496,[5 0 2 3 6 9 1 4 7 8],3071084,[8 4 1 3 5 2 9 6 0 7],3228798,[8 9 0 5 3 6 2 1 4 7],2721205,[7 4 3 9 2 6 5 0 8 1],2358207,[6 4 3 9 1 7 5 2 8 0]
73,2761949,[7 5 4 0 1 3 2 9 8 6],1313149,[3 6 5 4 8 9 2 0 7 1],3045977,[8 3 5 2 6 0 7 9 4 1],1462773,[4 0 3 2 7 8 9 5 6 1],3404881,[9 3 4 6 0 1 2 5 8 7],3349764,[9 2 0 6 4 7 5 1 3 8],3057783,[8 3 7 5 9 2 4 1 6 0],274077,[0 7 8 3 5 9 6 2 4 1],3554730,[9 7 1 3 0 6 8 2 4 5],56114,[0 2 5 1 9 7 3 6 4 8],656155,[1 8 3 2 4 9 7 0 6 5],1472437,[4 0 6 2 1 5 8 3 9 7],420162,[1 2 5 4 7 3 9 0 6 8],2545959,[7 0 2 3 1 5 8 6 9 4],1594180,[4 3 6 2 0 9 1 8 5 7],76667,[0 2 9 3 5 8 4 7 6 1],293851,[0 8 3 4 1 7 9 2 6 5],87024,[0 3 2 4 9 5 1 6 7 8],2524315,[6 9 4 7 8 5 3 0 2 1],737946,[2 0 4 5 9 6 8 1 3 7]
74,2264618,[6 2 1 4 3 9 0 7 5 8],2827268,[7 8 0 9 5 3 6 2 1 4],17777,[0 1 5 6 8 2 7 9 4 3],291508,[0 8 2 7 9 3 1 6 4 5],2501035,[6 9 0 2 5 8 7 1 4 3],1189811,[3 2 6 0 7 1 5 9 8 4],1627577,[4 5 2 9 6 0 7 8 3 1],126512,[0 4 2 1 8 5 6 7 3 9],1294848,[3 6 0 9 4 5 1 2 7 8],3223595,[8 7 9 4 1 2 3 6 5 0],142869,[0 4 6 3 5 7 9 2 8 1],3252482,[8 9 5 2 3 0 1 6 4 7],2074351,[5 7 3 6 0 2 4 1 9 8],3490704,[9 5 4 6 1 2 0 3 7 8],3172335,[8 6 5 3 0 1 7 4 9 2],888062,[2 5 0 3 6 7 8 4 1 9],1273620,[3 5 6 7 9 2 4 0 1 8],3494941,[9 5 6 3 0 4 7 1 8 2],837276,[2 3 8 0 9 4 6 1 5 7],830313,[2 3 6 8 1 4 5 7 9 0]
75,1499741,[4 1 2 6 9 8 0 7 5 3],723411,[1 9 8 4 6 3 0 5 7 2],2600756,[7 1 5 0 2 9 8 4 3 6],3567084,[9 7 3 6 1 5 4 0 2 8],1342823,[3 7 2 5 0 1 9 8 6 4],1819069,[5 0 1 9 4 8 6 2 7 3],2576609,[7 0 9 2 5 6 4 8 3 1],911441,[2 5 6 8 9 1 4 7 3 0],595667,[1 6 8 2 3 9 4 7 5 0],2079277,[5 7 4 3 9 1 6 0 8 2],341190,[0 9 4 6 8 2 3 1 5 7],3548047,[9 6 8 7 5 0 2 1 4 3],2772892,[7 5 8 1 2 4 0 9 3 6],2208161,[6 0 8 1 9 3 5 7 4 2],2944945,[8 1 0 4 3 5 2 6 9 7],1994457,[5 4 3 8 0 6 2 7 9 1],161362,[0 5 1 2 3 8 6 9 4 7],1197681,[3 2 7 6 4 8 1 5 9 0],2749372,[7 5 1 4 6 3 0 9 2 8],2184536,[6 0 2 5 1 7 4 8 3 9]
76,123508,[0 4 1 6 7 3 2 9 5 8],2954017,[8 1 3 0 7 9 2 4 6 5],1699541,[4 7 1 2 5 9 0 8 6 3],137912,[0 4 5 3 7 2 6 8 1 9],94550,[0 3 4 8 2 9 6 5 1 7],2217908,[6 1 0 2 5 7 9 4 3 8],2160305,[5 9 4 6 2 3 7 8 1 0],1829537,[5 0 4 1 2 3 8 9 7 6],2348663,[6 4 2 0 1 3 9 8 7 5],862569,[2 4 5 1 0 3 7 8 9 6],3445007,[9 4 3 5 7 1 8 6 2 0],2256392,[6 1 9 5 8 2 3 4 0 7],943021,[2 6 4 0 8 5 7 1 9 3],2298453,[6 3 0 1 4 8 9 5 7 2],2951459,[8 1 2 6 3 5 4 9 7 0],1707331,[4 7 2 8 1 6 9 0 5 3],2219969,[6 1 0 5 3 8 7 9 4 2],354636,[0 9 7 3 5 2 6 1 4 8],169366,[0 5 2 7 3 4 9 8 1 6],1861812,[5 1 2 4 9 0 7 3 6 8]
77,2109351,[5 8 2 4 6 9 3 1 7 0],1700961,[4 7 1 5 3 8 2 6 9 0],781417,[2 1 5 0 4 9 3 6 8 7],3104620,[8 4 9 7 6 5 0 3 1 2],3005974,[8 2 5 3 9 6 7 4 0 1],419436,[1 2 5 3 7 4 8 0 6 9],3178466,[8 6 7 4 3 1 0 5 2 9],2508123,[6 9 1 5 4 0 2 7 8 3],456855,[1 3 4 7 6 0 8 5 9 2],3194968,[8 7 1 9 3 5 4 6 0 2],94442,[0 3 4 8 2 1 5 7 6 9],2748060,[7 5 1 2 8 4 6 0 3 9],498420,[1 4 3 9 2 6 7 0 5 8],2798910,[7 6 3 2 4 1 5 0 8 9],1651400,[4 5 9 6 3 7 1 2 0 8],797561,[2 1 8 3 7 4 6 9 5 0],542092,[1 5 4 6 9 3 0 8 2 7],2477307,[6 8 3 4 7 1 0 5 9 2],1169315,[3 2 0 1 4 6 7 9 8 5],239539,[0 6 9 4 7 1 8 2 5 3]
78,1529362,[4 1 9 5 0 7 3 8 2 6],1568623,[4 2 9 1 6 8 3 0 7 5],2971572,[8 1 6 5 2 0 7 3 4 9],431502,[1 2 7 6 3 9 4 0 5 8],220614,[0 6 4 8 3 5 2 1 7 9],718312,[1 9 7 4 5 8 3 6 0 2],2437985,[6 7 3 8 0 4 5 9 2 1],995007,[2 7 6 3 9 5 4 1 8 0],2359537,[6 4 5 1 0 9 2 3 8 7],1916372,[5 2 6 1 7 8 9 3 0 4],913903,[2 5 7 3 1 9 4 0 8 6],886385,[2 4 9 8 0 5 6 7 3 1],2397365,[6 5 3 7 8 0 1 9 4 2],1377459,[3 8 1 4 0 9 2 6 7 5],2409682,[6 5 8 0 7 4 2 9 1 3],2086144,[5 7 6 9 2 3 4 8 0 1],1304056,[3 6 2 8 1 0 7 9 4 5],2974016,[8 1 7 0 5 4 3 6 2 9],2611762,[7 1 8 2 4 6 3 9 0 5],2710785,[7 4 1 8 9 6 2 3 5 0]
79,2361562,[6 4 5 3 9 7 1 8 0 2],3172755,[8 6 5 3 4 7 0 2 9 1],2161407,[5 9 4 7 8 3 2 1 6 0],434428,[1 2 8 3 5 4 0 9 6 7],1914553,[5 2 4 9 0 7 1 3 8 6],3367840,[9 2 5 1 6 3 7 8 0 4],1574622,[4 3 0 5 9 8 2 1 6 7],2744218,[7 5 0 4 3 6 2 9 1 8],2530644,[6 9 7 0 5 4 3 1 2 8],2497562,[6 8 9 3 7 0 1 4 2 5],1397378,[3 8 6 1 7 9 0 4 2 5],3018571,[8 2 7 9 3 5 6 0 4 1],235216,[0 6 8 5 7 1 4 9 2 3],1626933,[4 5 2 8 6 7 9 1 3 0],349787,[0 9 6 3 7 8 2 5 4 1],1402923,[3 8 7 2 5 0 1 6 9 4],2702772,[7 4 0 2 9 1 6 3 5 8],3127115,[8 5 4 3 1 2 6 9 7 0],1452146,[4 0 1 2 9 5 3 7 6 8],1314071,[3 6 5 8 0 4 9 7 2 1]
