100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
9,820262,[2 3 4 8 1 6 7 5 0 9],1207420,[3 2 9 5 8 7 0 6 1 4],759505,[2 0 8 6 9 3 1 4 7 5],1637598,[4 5 6 9 2 7 1 0 3 8],3173116,[8 6 5 4 0 7 1 9 2 3],473221,[1 3 7 9 2 5 6 0 8 4],1420545,[3 9 1 7 8 6 2 4 5 0],424286,[1 2 6 3 4 8 7 5 0 9],1095077,[3 0 2 4 9 7 1 8 6 5],205846,[0 6 1 8 9 3 7 5 2 4]
10,2428746,[6 7 1 9 2 4 8 0 3 5],1209573,[3 2 9 8 7 5 6 1 4 0],1849838,[5 0 9 1 3 4 7 6 2 8],2220705,[6 1 0 7 3 9 4 5 8 2],1154245,[3 1 7 0 2 8 6 4 9 5],2527186,[6 9 5 2 8 7 1 4 0 3],2331882,[6 3 8 5 7 1 9 0 2 4],2400749,[6 5 4 2 3 1 0 9 8 7],1344681,[3 7 2 8 5 6 1 4 9 0],1505797,[4 1 3 8 5 2 7 0 9 6]
11,146186,[0 4 7 1 2 5 3 8 6 9],404713,[1 2 0 5 3 8 4 6 9 7],3492610,[9 5 4 8 7 0 2 6 1 3],909563,[2 5 6 4 1 8 3 9 7 0],1308126,[3 6 4 5 9 0 2 1 7 8],1360734,[3 7 6 9 8 2 1 0 4 5],2368711,[6 4 7 9 8 1 2 0 5 3],1720665,[4 7 6 2 8 9 1 3 5 0],3485364,[9 5 3 4 7 6 2 0 1 8],892909,[2 5 1 3 0 9 7 4 8 6]
12,3547670,[9 6 8 7 1 5 3 2 0 4],3160577,[8 6 3 0 7 1 5 9 4 2],48018,[0 2 3 6 8 1 9 4 5 7],1826770,[5 0 3 6 2 1 7 9 4 8],2851159,[7 8 5 4 9 3 1 0 6 2],2087201,[5 7 8 0 9 2 4 6 3 1],1531184,[4 1 9 7 5 8 2 3 0 6],152922,[0 4 8 3 5 2 9 1 6 7],1809541,[4 9 8 0 2 5 6 1 7 3],651917,[1 8 2 4 5 7 0 9 6 3]
13,2685857,[7 3 5 9 2 0 6 8 4 1],3358351,[9 2 3 4 5 1 6 0 8 7],2496623,[6 8 9 2 4 0 7 5 3 1],1672300,[4 6 3 8 5 9 0 7 1 2],1042584,[2 8 7 9 0 3 1 4 5 6],3419092,[9 3 7 2 6 4 0 8 1 5],3179986,[8 6 7 9 3 5 1 4 0 2],680084,[1 8 7 9 4 2 6 3 0 5],2058833,[5 7 0 4 3 9 6 8 2 1],2317699,[6 3 4 9 0 1 8 2 7 5]
14,3040492,[8 3 4 1 9 5 0 7 2 6],2979872,[8 1 9 2 6 3 4 5 0 7],1732643,[4 7 9 6 2 5 1 8 3 0],431005,[1 2 7 5 6 8 4 0 9 3],2478165,[6 8 3 5 9 1 7 2 4 0],3528591,[9 6 4 0 7 8 3 2 5 1],547277,[1 5 6 7 0 8 2 9 4 3],181404,[0 5 4 9 8 6 3 1 2 7],3617573,[9 8 5 6 2 3 0 7 4 1],2018227,[5 6 0 4 1 7 9 2 8 3]
15,2312772,[6 3 2 9 1 0 7 4 5 8],2057636,[5 7 0 2 8 9 6 3 1 4],2222589,[6 1 0 9 8 4 7 3 5 2],2345294,[6 4 1 3 5 0 8 7 2 9],2895669,[7 9 6 3 5 2 8 1 4 0],1164433,[3 1 9 0 4 7 2 5 8 6],664275,[1 8 4 7 5 6 0 3 9 2],805411,[2 1 9 7 5 6 8 0 4 3],2783620,[7 6 0 3 1 9 2 8 4 5],1057877,[2 9 1 8 3 6 0 7 5 4]
16,1710004,[4 7 3 2 0 1 5 9 6 8],2714825,[7 4 2 6 5 3 8 9 1 0],2300883,[6 3 0 5 8 1 2 7 9 4],1335284,[3 7 0 9 5 2 8 4 1 6],559299,[1 5 8 9 6 7 0 3 4 2],1805405,[4 9 7 1 5 0 2 8 6 3],1381002,[3 8 2 0 1 5 9 4 6 7],1236753,[3 4 7 2 8 1 5 6 9 0],2380753,[6 5 0 3 7 8 1 2 9 4],2095355,[5 7 9 6 1 2 3 8 4 0]
17,957332,[2 6 7 9 4 5 8 1 0 3],3241612,[8 9 3 1 2 5 0 7 4 6],3596215,[9 8 1 4 6 3 2 0 7 5],274350,[0 7 8 4 1 3 5 2 6 9],773376,[2 1 3 6 0 9 4 5 7 8],1338765,[3 7 1 6 4 2 9 5 8 0],1519992,[4 1 7 6 0 8 2 3 5 9],835368,[2 3 7 8 1 5 0 4 6 9],1422491,[3 9 2 1 7 0 5 8 6 4],1675915,[4 6 5 3 7 9 8 0 2 1]
18,87580,[0 3 2 5 7 9 1 8 4 6],2168986,[5 9 7 2 3 8 1 6 0 4],662510,[1 8 4 5 0 9 6 3 2 7],2695610,[7 3 8 6 9 2 0 4 1 5],804679,[2 1 9 6 5 7 3 0 8 4],2811540,[7 6 5 8 9 2 3 0 1 4],1263789,[3 5 2 8 1 6 9 4 7 0],1998508,[5 4 6 3 8 1 0 9 2 7],1778821,[4 9 0 8 5 3 6 1 7 2],2266999,[6 2 1 8 5 7 3 0 9 4]
19,2169910,[5 9 7 3 6 2 8 4 0 1],1370128,[3 7 9 6 8 4 2 5 0 1],1779328,[4 9 1 0 3 7 6 8 2 5],1209882,[3 4 0 1 6 5 9 2 7 8],2696791,[7 3 9 0 5 2 4 1 8 6],2205445,[6 0 7 5 1 8 4 2 9 3],3001201,[8 2 4 5 3 0 1 6 9 7],1188663,[3 2 5 8 9 4 6 1 7 0],3325533,[9 1 4 7 6 5 8 2 3 0],2956402,[8 1 3 6 0 7 4 9 2 5]
20,2501606,[6 9 0 3 4 7 5 2 1 8],2512126,[6 9 2 4 0 3 8 7 1 5],2686053,[7 3 5 9 4 6 8 1 2 0],3587660,[9 7 8 5 6 0 4 2 1 3],514008,[1 4 7 9 8 3 0 2 5 6],832967,[2 3 7 1 9 4 8 6 5 0],631403,[1 7 6 2 9 5 3 8 4 0],3214089,[8 7 5 6 0 1 3 4 9 2],2871629,[7 9 1 6 3 2 0 8 5 4],738841,[2 0 4 7 3 1 5 6 9 8]
21,1341732,[3 7 2 1 6 0 8 4 5 9],556549,[1 5 8 3 9 7 4 0 6 2],3468739,[9 5 0 2 7 1 8 3 6 4],2647950,[7 2 6 3 8 1 4 0 5 9],388251,[1 0 7 2 4 6 3 8 9 5],1357502,[3 7 6 2 4 5 8 1 0 9],504101,[1 4 6 0 2 9 3 8 7 5],444420,[1 3 0 4 5 7 8 2 6 9],3588941,[9 8 0 1 5 7 2 6 4 3],3360542,[9 2 3 7 4 5 6 1 0 8]
22,1602621,[4 3 7 9 8 0 6 2 5 1],1358262,[3 7 6 4 2 9 1 0 5 8],150688,[0 4 7 9 2 6 5 8 1 3],2813953,[7 6 8 2 1 5 0 3 9 4],1672770,[4 6 3 9 1 7 8 0 2 5],5101,[0 1 3 2 4 7 8 5 9 6],3093927,[8 4 6 9 0 5 3 2 7 1],3558854,[9 7 2 0 8 1 5 4 3 6],435241,[1 2 8 4 6 0 3 5 9 7],209025,[0 6 2 5 3 9 4 7 8 1]
23,1044729,[2 8 9 3 0 1 5 6 7 4],1164547,[3 1 9 0 5 6 8 2 7 4],715587,[1 9 6 8 7 2 0 4 5 3],3112604,[8 5 1 6 0 3 9 4 2 7],3477672,[9 5 2 0 1 7 3 4 6 8],1155061,[3 1 7 2 4 6 8 0 9 5],2764854,[7 5 4 6 0 3 2 1 8 9],2675341,[7 3 2 8 6 4 5 0 9 1],857996,[2 4 3 1 7 9 8 5 0 6],418741,[1 2 5 0 7 6 8 3 9 4]
24,1715493,[4 7 5 2 6 8 9 1 3 0],3017800,[8 2 7 6 3 1 5 9 0 4],1519488,[4 1 7 5 3 6 0 2 8 9],1937410,[5 3 0 4 9 1 6 8 2 7],444881,[1 3 0 4 9 5 7 8 6 2],757553,[2 0 8 4 1 9 6 7 5 3],1190743,[3 2 6 1 8 9 4 0 7 5],697429,[1 9 3 4 6 8 5 0 7 2],2780155,[7 5 9 4 1 8 6 0 3 2],1783170,[4 9 1 7 5 6 8 0 2 3]
25,116356,[0 3 9 1 6 7 2 8 4 5],2102295,[5 8 1 0 9 2 6 4 7 3],11230,[0 1 4 3 7 6 9 8 2 5],400911,[1 0 9 5 7 8 4 3 6 2],3276145,[9 0 3 1 4 5 2 6 8 7],3189434,[8 7 0 6 5 4 1 3 2 9],2463364,[6 8 0 7 3 1 2 9 4 5],11879,[0 1 4 5 6 9 8 7 3 2],1916086,[5 2 6 1 3 4 9 8 0 7],1481459,[4 0 7 9 5 3 2 8 6 1]
26,2191374,[6 0 3 8 5 4 2 1 7 9],1482116,[4 0 8 1 5 9 7 3 2 6],1082833,[2 9 7 6 8 4 0 1 5 3],2405140,[6 5 7 1 3 9 0 8 2 4],265084,[0 7 5 6 2 1 3 9 4 8],3346104,[9 1 8 7 3 2 0 4 5 6],2437387,[6 7 3 5 1 4 9 0 8 2],1685816,[4 6 8 3 2 5 1 7 0 9],1496855,[4 1 0 9 8 6 7 5 3 2],3115373,[8 5 2 0 9 4 1 7 6 3]
27,1394022,[3 8 5 6 0 9 2 1 4 7],107258,[0 3 7 2 9 8 1 5 4 6],2398514,[6 5 3 9 1 7 0 4 2 8],2706424,[7 4 0 9 8 3 5 6 1 2],628986,[1 7 5 8 4 3 9 0 2 6],2050614,[5 6 8 9 0 3 2 1 4 7],1586614,[4 3 2 8 6 7 9 5 0 1],601892,[1 6 9 3 8 5 7 2 0 4],1288670,[3 5 9 6 7 8 2 1 0 4],2866186,[7 9 0 5 6 8 2 4 1 3]
28,340740,[0 9 4 6 2 5 7 1 3 8],3023514,[8 2 9 7 1 6 5 0 3 4],1624814,[4 5 2 3 8 0 7 6 1 9],512708,[1 4 7 8 0 5 9 3 2 6],1092419,[3 0 1 8 4 6 5 9 7 2],3490768,[9 5 4 6 1 7 3 8 0 2],2024607,[5 6 1 7 9 4 3 2 8 0],1901907,[5 2 1 4 7 3 0 8 9 6],2757880,[7 5 3 1 4 2 8 9 0 6],1778912,[4 9 0 8 6 2 3 5 1 7]
29,321504,[0 8 9 6 4 2 1 3 5 7],2181035,[6 0 1 8 3 4 5 9 7 2],818335,[2 3 4 5 7 6 1 0 9 8],1558375,[4 2 7 1 5 6 3 0 9 8],639965,[1 7 8 9 6 0 2 5 4 3],2729551,[7 4 6 5 0 2 3 1 9 8],1267246,[3 5 4 6 0 2 9 8 1 7],1797216,[4 9 5 6 0 8 1 2 3 7],571917,[1 6 2 5 3 9 8 4 7 0],3105163,[8 5 0 1 7 3 9 2 6 4]
30,616382,[1 7 3 4 0 6 8 5 2 9],2137071,[5 9 0 1 2 8 6 4 7 3],3318723,[9 1 3 5 4 0 2 7 8 6],2135098,[5 8 9 4 2 3 1 7 0 6],496906,[1 4 3 7 0 9 5 8 2 6],1536055,[4 2 0 8 5 6 3 1 9 7],1750043,[4 8 3 1 6 7 2 9 5 0],942358,[2 6 3 9 7 8 5 4 0 1],907448,[2 5 6 0 4 1 7 8 3 9],1037274,[2 8 6 7 4 9 5 0 1 3]
31,489757,[1 4 2 3 5 6 8 0 9 7],1658455,[4 6 1 0 5 7 3 2 9 8],2206744,[6 0 7 8 9 3 4 5 1 2],1760385,[4 8 6 1 9 7 2 3 5 0],1326832,[3 6 9 1 7 8 4 5 0 2],2154359,[5 9 3 4 0 8 7 6 2 1],1254083,[3 5 0 8 7 6 2 9 4 1],129068,[0 4 2 7 3 6 9 5 1 8],3106356,[8 5 0 3 4 2 7 1 6 9],1666256,[4 6 2 7 1 5 3 8 0 9]
32,12203,[0 1 4 5 9 7 3 8 6 2],2609801,[7 1 6 8 5 2 4 9 3 0],1168994,[3 1 9 8 5 6 0 4 2 7],566947,[1 6 0 5 4 7 9 2 8 3],1141532,[3 1 4 6 5 8 9 2 0 7],1537245,[4 2 1 0 3 6 9 7 8 5],3506884,[9 5 8 6 4 0 1 7 2 3],1576162,[4 3 0 8 1 7 5 9 2 6],2925281,[8 0 5 3 9 2 6 7 4 1],801345,[2 1 8 9 7 6 3 4 5 0]
33,1148211,[3 1 5 8 7 4 0 6 9 2],2585290,[7 1 0 9 6 2 4 8 3 5],1648745,[4 5 9 0 8 3 6 7 2 1],1540402,[4 2 1 7 5 8 3 9 0 6],991317,[2 7 5 6 8 9 4 1 3 0],2566519,[7 0 6 2 5 8 3 1 9 4],3505325,[9 5 8 3 4 0 1 7 6 2],1936579,[5 3 0 2 8 1 9 4 7 6],1184065,[3 2 4 9 6 1 0 5 8 7],2357047,[6 4 3 7 8 0 2 1 9 5]
34,2636898,[7 2 4 1 5 0 9 3 6 8],1128145,[3 0 9 7 8 2 1 4 6 5],1006760,[2 7 9 6 1 5 3 4 0 8],864371,[2 4 5 6 7 0 3 9 8 1],1503542,[4 1 3 5 2 7 8 6 0 9],3436160,[9 4 1 7 3 6 2 5 0 8],809208,[2 3 0 6 9 5 1 4 7 8],2283902,[6 2 7 1 0 5 8 4 3 9],2315258,[6 3 4 2 7 9 0 5 1 8],247700,[0 7 2 3 1 4 9 6 5 8]
35,2144776,[5 9 1 4 8 0 6 7 2 3],2815542,[7 6 8 4 2 9 1 0 3 5],141994,[0 4 6 2 3 5 7 9 1 8],1905660,[5 2 3 0 8 6 7 1 4 9],2496641,[6 8 9 2 4 1 5 7 3 0],2957848,[8 1 3 9 0 6 5 7 2 4],2757666,[7 5 3 1 0 6 9 2 4 8],2048893,[5 6 8 3 7 0 4 1 9 2],447269,[1 3 0 8 4 5 2 9 7 6],947864,[2 6 5 0 4 9 3 7 1 8]
36,2946314,[8 1 0 6 2 7 3 5 4 9],78627,[0 2 9 6 3 4 1 7 8 5],625414,[1 7 5 0 6 8 9 4 2 3],2942041,[8 0 9 6 2 1 3 4 7 5],603226,[1 6 9 5 7 8 2 4 0 3],2146584,[5 9 1 8 3 2 0 4 6 7],3538834,[9 6 7 1 0 3 4 8 2 5],1717716,[4 7 5 8 6 1 3 0 2 9],1130126,[3 1 0 4 7 8 6 5 2 9],649377,[1 8 0 7 9 4 3 5 6 2]
37,2079511,[5 7 4 6 1 2 3 0 9 8],1568624,[4 2 9 1 6 8 3 5 0 7],865074,[2 4 5 7 3 9 8 0 1 6],924538,[2 5 9 4 0 6 3 8 1 7],2388206,[6 5 1 8 9 4 3 2 0 7],1913735,[5 2 4 7 9 6 8 3 1 0],2056874,[5 7 0 1 8 6 2 4 3 9],2279841,[6 2 5 3 4 8 1 7 9 0],2692580,[7 3 8 1 6 0 9 4 2 5],2814440,[7 6 8 2 9 4 1 3 0 5]
38,2370123,[6 4 8 1 9 0 2 5 7 3],2974673,[8 1 7 2 4 9 5 6 3 0],3501890,[9 5 7 6 4 2 0 3 1 8],1452734,[4 0 1 3 8 2 7 6 5 9],1690009,[4 6 9 2 1 5 0 3 8 7],2965289,[8 1 5 3 4 7 6 9 2 0],2903915,[8 0 1 3 4 5 6 9 7 2],1132259,[3 1 0 7 6 5 4 9 8 2],1804487,[4 9 7 0 2 3 8 6 5 1],2518005,[6 9 3 5 1 2 8 4 7 0]
39,1615775,[4 5 0 7 1 8 9 6 3 2],1886604,[5 1 8 3 2 7 6 0 4 9],3205372,[8 7 3 9 6 2 0 5 1 4],1101290,[3 0 4 6 7 5 1 8 2 9],2995666,[8 2 3 4 6 9 1 7 0 5],1278264,[3 5 7 6 2 1 0 4 8 9],1605185,[4 3 8 5 2 6 7 9 1 0],155093,[0 4 8 7 3 5 1 9 6 2],1804239,[4 9 6 8 7 1 3 2 5 0],2055705,[5 6 9 8 0 7 2 3 4 1]
40,294313,[0 8 3 4 7 6 1 2 9 5],2632485,[7 2 3 4 1 5 9 6 8 0],2412201,[6 5 8 4 1 7 2 3 9 0],2063339,[5 7 1 3 8 4 2 9 6 0],970199,[2 7 0 5 4 9 8 6 3 1],1831798,[5 0 4 6 1 9 8 7 2 3],1710384,[4 7 3 2 6 1 0 5 8 9],3598507,[9 8 1 7 6 3 5 0 4 2],34396,[0 1 8 7 6 5 2 9 3 4],1753332,[4 8 3 9 1 0 6 2 5 7]
41,2665887,[7 3 0 9 5 6 4 2 8 1],169939,[0 5 2 8 1 3 9 4 7 6],880871,[2 4 8 7 3 5 9 6 1 0],4515,[0 1 2 9 4 7 3 6 8 5],5397,[0 1 3 2 6 9 8 5 7 4],2738904,[7 4 9 3 0 2 1 5 6 8],3328342,[9 1 5 3 7 0 8 6 2 4],1974925,[5 3 9 7 8 4 2 0 6 1],78279,[0 2 9 5 7 3 6 4 8 1],1284426,[3 5 8 7 9 2 6 0 1 4]
42,113413,[0 3 8 5 6 1 7 2 9 4],589912,[1 6 7 0 3 9 5 8 2 4],108979,[0 3 7 6 4 1 9 2 8 5],1847617,[5 0 8 6 1 9 2 3 7 4],1344375,[3 7 2 8 1 0 6 5 9 4],1407702,[3 8 9 2 0 7 4 1 5 6],2289524,[6 2 8 1 9 3 7 4 0 5],675350,[1 8 6 9 7 5 3 2 0 4],1576465,[4 3 0 8 6 2 1 5 9 7],2056575,[5 7 0 1 4 2 8 6 9 3]
43,3067553,[8 4 0 6 3 9 5 7 2 1],502086,[1 4 5 7 3 0 6 2 8 9],917283,[2 5 8 0 1 3 4 7 9 6],3386261,[9 2 8 7 0 6 1 5 4 3],2077295,[5 7 4 1 0 8 9 6 3 2],84165,[0 3 1 7 9 4 8 5 6 2],3110796,[8 5 1 2 6 3 7 0 4 9],3608051,[9 8 3 7 1 0 4 6 5 2],3139656,[8 5 7 9 3 6 0 1 2 4],2392651,[6 5 2 8 0 7 9 1 4 3]
44,2696751,[7 3 9 0 4 8 5 2 6 1],3540901,[9 6 7 3 8 2 4 0 5 1],1519378,[4 1 7 5 2 6 3 9 0 8],3254370,[8 9 5 4 7 3 6 0 1 2],186921,[0 5 7 1 6 8 3 4 9 2],1715945,[4 7 5 3 1 6 8 9 2 0],2380641,[6 5 0 3 4 8 2 7 9 1],1084497,[2 9 8 1 3 5 4 6 7 0],399631,[1 0 9 4 2 5 6 3 8 7],604408,[1 6 9 8 3 5 4 7 0 2]
45,1609473,[4 3 9 2 5 1 6 7 8 0],1176669,[3 2 1 6 4 7 9 5 8 0],2406293,[6 5 7 3 0 4 1 9 8 2],3257,[0 1 2 7 6 3 8 9 5 4],404100,[1 2 0 4 5 7 8 3 6 9],2539354,[6 9 8 5 7 1 2 4 0 3],703858,[1 9 4 6 5 3 2 8 0 7],735660,[2 0 3 9 7 5 6 1 4 8],1039682,[2 8 7 3 0 1 4 6 5 9],3572386,[9 7 4 6 3 8 1 5 0 2]
46,2556198,[7 0 4 2 3 8 5 1 6 9],3368968,[9 2 5 4 0 7 6 8 1 3],975140,[2 7 1 5 4 0 9 6 3 8],2651021,[7 2 6 9 8 5 0 4 3 1],1952972,[5 3 4 6 2 8 9 1 0 7],3062147,[8 3 9 4 7 6 1 5 2 0],3592632,[9 8 0 6 5 4 1 2 3 7],2199484,[6 0 5 3 9 1 2 8 4 7],3251340,[8 9 5 0 6 3 4 1 2 7],3484974,[9 5 3 4 1 6 2 0 7 8]
47,2674529,[7 3 2 6 5 8 4 9 1 0],3353848,[9 2 1 5 0 7 6 8 3 4],1327483,[3 6 9 2 7 1 8 0 5 4],513327,[1 4 7 8 9 5 3 2 6 0],931539,[2 6 0 8 7 9 1 4 5 3],68485,[0 2 7 6 1 8 5 3 9 4],3507130,[9 5 8 7 0 1 3 6 2 4],630465,[1 7 6 0 5 9 3 4 8 2],3361867,[9 2 4 0 3 6 8 1 7 5],2579761,[7 0 9 8 1 2 3 4 6 5]
48,2124208,[5 8 6 3 1 7 4 9 0 2],3627358,[9 8 7 4 6 5 3 2 0 1],647471,[1 8 0 5 3 6 9 7 4 2],3077074,[8 4 2 5 7 1 3 9 0 6],728868,[2 0 1 7 4 9 6 3 5 8],2188865,[6 0 3 4 1 7 8 9 5 2],3304597,[9 0 8 5 6 2 4 1 7 3],3537593,[9 6 5 8 1 7 3 4 2 0],342116,[0 9 4 8 1 7 6 3 2 5],3053611,[8 3 6 9 0 5 7 1 4 2]
49,802578,[2 1 9 3 7 0 8 4 5 6],1162208,[3 1 8 6 2 0 5 7 4 9],3421864,[9 3 7 8 4 2 5 6 0 1],196374,[0 5 8 9 6 3 2 1 4 7],390148,[1 0 7 4 9 3 2 8 5 6],996515,[2 7 6 8 0 3 4 9 5 1],642062,[1 7 9 3 6 4 5 2 0 8],1836535,[5 0 6 3 8 4 2 1 9 7],2792531,[7 6 2 0 5 1 4 9 8 3],3281349,[9 0 4 1 5 6 8 3 7 2]
50,1906069,[5 2 3 1 4 9 7 0 8 6],2140224,[5 9 0 6 4 2 1 3 7 8],2839473,[7 8 3 2 6 1 4 5 9 0],2352847,[6 4 2 8 9 0 3 1 7 5],191644,[0 5 8 1 3 2 4 9 6 7],662465,[1 8 4 5 0 6 7 9 3 2],3170063,[8 6 4 9 7 0 5 3 2 1],15598,[0 1 5 2 7 9 8 6 3 4],931537,[2 6 0 8 7 9 1 3 5 4],3140688,[8 5 9 1 0 4 2 3 6 7]
51,2217393,[6 0 9 8 5 2 3 4 7 1],181007,[0 5 4 9 3 2 8 7 6 1],2426631,[6 7 1 4 2 9 5 3 8 0],2988182,[8 2 0 9 3 5 6 4 1 7],2185270,[6 0 2 7 1 5 9 8 3 4],1227703,[3 4 5 7 0 9 2 1 8 6],2904454,[8 0 1 3 9 6 7 5 2 4],1284840,[3 5 8 9 4 0 1 2 6 7],1704219,[4 7 2 0 9 8 1 5 6 3],2650913,[7 2 6 9 5 8 3 4 1 0]
52,3427821,[9 4 0 1 8 2 7 5 6 3],3253648,[8 9 5 3 7 4 2 6 0 1],1257466,[3 5 1 6 4 9 2 8 0 7],1393942,[3 8 5 6 0 1 9 7 2 4],739164,[2 0 4 7 6 8 5 1 3 9],2188463,[6 0 3 2 7 1 9 8 5 4],322196,[0 8 9 7 3 6 5 2 1 4],3077247,[8 4 2 5 9 6 3 1 7 0],2018490,[5 6 0 4 3 8 9 1 2 7],2718428,[7 4 3 2 6 5 9 1 0 8]
53,634430,[1 7 6 9 0 8 4 3 2 5],2220084,[6 1 0 5 4 8 7 2 3 9],1743813,[4 8 1 9 7 5 6 2 3 0],653894,[1 8 2 7 3 0 6 5 4 9],2729529,[7 4 6 5 0 1 3 8 9 2],1565036,[4 2 8 5 6 9 7 1 0 3],45900,[0 2 3 1 8 6 7 4 5 9],439252,[1 2 9 3 0 6 4 8 5 7],134448,[0 4 3 7 8 5 1 2 6 9],2601502,[7 1 5 2 3 0 9 8 4 6]
54,3187165,[8 7 0 3 5 6 4 1 9 2],247737,[0 7 2 3 1 6 5 8 9 4],1705119,[4 7 2 3 1 5 8 6 9 0],3000308,[8 2 4 3 0 6 9 5 1 7],67253,[0 2 7 4 5 6 1 9 8 3],2896969,[7 9 6 5 3 2 0 1 8 4],919926,[2 5 8 4 7 0 3 1 6 9],1952903,[5 3 4 6 2 0 9 8 7 1],3328580,[9 1 5 4 0 2 8 6 3 7],1147201,[3 1 5 7 4 0 2 6 9 8]
55,336578,[0 9 3 7 4 8 1 5 2 6],801280,[2 1 8 9 7 3 5 6 0 4],200221,[0 5 9 7 1 4 6 2 8 3],2379558,[6 5 0 1 9 7 3 2 4 8],3383702,[9 2 8 3 5 4 6 1 0 7],1956686,[5 3 6 1 7 8 4 2 0 9],3599762,[9 8 2 1 6 0 3 5 4 7],1773128,[4 8 9 6 5 0 2 3 1 7],1294968,[3 6 0 9 5 4 1 2 7 8],2723783,[7 4 5 3 0 1 9 8 6 2]
56,262026,[0 7 4 9 8 3 6 1 2 5],2485137,[6 8 5 0 4 3 2 7 9 1],1536431,[4 2 0 8 9 5 7 6 3 1],2234764,[6 1 4 3 9 0 2 8 5 7],92109,[0 3 4 2 9 6 8 5 7 1],137684,[0 4 5 3 2 6 9 7 1 8],2692272,[7 3 8 1 2 6 0 4 5 9],1604605,[4 3 8 2 6 7 5 0 9 1],2002755,[5 4 7 2 6 8 0 3 9 1],2681220,[7 3 4 9 8 2 5 0 1 6]
57,2634763,[7 2 3 8 4 1 9 0 6 5],527210,[1 5 0 7 3 6 2 8 4 9],725147,[1 9 8 7 0 6 3 5 4 2],107939,[0 3 7 4 9 5 2 8 6 1],1262124,[3 5 2 4 9 7 6 0 1 8],3216082,[8 7 6 0 5 4 2 9 1 3],1368671,[3 7 9 4 8 2 6 5 1 0],2268694,[6 2 3 0 9 7 8 5 1 4],2639218,[7 2 4 6 5 3 1 9 0 8],566948,[1 6 0 5 4 7 9 3 2 8]
58,918176,[2 5 8 1 3 6 4 7 0 9],756509,[2 0 8 1 7 4 3 9 6 5],3102594,[8 4 9 5 0 7 6 1 2 3],1560821,[4 2 7 6 8 9 0 5 3 1],592466,[1 6 7 4 9 2 0 5 3 8],1920715,[5 2 7 0 6 9 8 1 4 3],243930,[0 7 1 4 8 6 9 2 3 5],2046560,[5 6 8 0 3 7 2 4 1 9],308247,[0 8 6 2 1 7 5 4 9 3],2721869,[7 4 5 0 3 2 1 9 8 6]
59,2984140,[8 2 0 1 6 9 3 7 4 5],2091364,[5 7 8 9 4 0 1 6 2 3],3610619,[9 8 4 2 6 3 1 7 5 0],3092745,[8 4 6 5 2 9 1 3 7 0],3607680,[9 8 3 6 5 0 1 2 4 7],278703,[0 7 9 3 1 5 6 4 8 2],529223,[1 5 2 0 3 4 9 8 7 6],1938796,[5 3 0 7 8 6 1 9 2 4],2115465,[5 8 3 7 0 9 2 4 6 1],3556953,[9 7 1 6 2 3 4 5 8 0]
60,1411161,[3 8 9 7 6 4 1 2 5 0],649592,[1 8 0 9 3 4 5 6 2 7],922982,[2 5 9 0 8 4 6 3 1 7],1272102,[3 5 6 2 8 9 1 0 4 7],320929,[0 8 9 5 6 3 1 2 7 4],535149,[1 5 3 2 4 7 9 6 8 0],1043538,[2 8 9 0 4 1 7 3 5 6],2833935,[7 8 2 3 0 1 6 5 9 4],1898833,[5 2 0 8 3 7 1 4 9 6],1402727,[3 8 7 2 1 4 9 6 5 0]
61,1876653,[5 1 6 3 4 8 9 2 7 0],1503583,[4 1 3 5 2 9 6 0 8 7],1576417,[4 3 0 8 5 9 1 2 7 6],3086669,[8 4 5 3 0 2 1 9 7 6],191606,[0 5 8 1 2 7 6 4 3 9],3601080,[9 8 2 4 5 0 1 3 6 7],1711743,[4 7 3 6 2 5 8 1 9 0],687229,[1 9 0 4 5 8 6 2 7 3],3604729,[9 8 3 1 5 4 0 2 7 6],139224,[0 4 5 7 3 2 1 6 8 9]
62,647025,[1 8 0 4 6 9 3 5 7 2],2082043,[5 7 6 0 8 2 9 1 4 3],795713,[2 1 7 9 0 8 5 6 4 3],3404756,[9 3 4 5 7 8 6 1 0 2],366333,[1 0 2 7 8 6 9 4 5 3],292753,[0 8 3 1 6 7 2 4 9 5],2870236,[7 9 1 4 3 6 0 8 2 5],2946607,[8 1 0 6 5 2 4 3 9 7],677179,[1 8 7 3 5 0 9 2 6 4],3307175,[9 1 0 3 4 7 8 6 5 2]
63,798653,[2 1 8 5 3 6 0 9 7 4],2728066,[7 4 6 1 9 8 2 5 0 3],1169227,[3 1 9 8 7 4 6 0 5 2],201810,[0 6 1 2 4 8 9 3 5 7],43122,[0 2 1 6 9 4 8 3 5 7],70459,[0 2 7 9 8 1 6 3 5 4],1283302,[3 5 8 6 2 0 9 7 1 4],2016587,[5 6 0 1 8 9 3 7 4 2],2623530,[7 2 0 5 8 6 9 1 3 4],1548036,[4 2 5 1 0 6 8 3 7 9]
