100%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
53,1006321,[2 7 9 5 6 0 1 3 8 4],1308019,[3 6 4 5 8 0 9 1 7 2],819203,[2 3 4 6 8 7 1 9 5 0],3056707,[8 3 7 4 2 5 9 0 6 1],1656651,[4 6 0 7 9 3 1 5 8 2],2722218,[7 4 5 0 9 1 8 2 3 6],244648,[0 7 1 5 8 6 4 9 2 3],884024,[2 4 9 3 7 8 1 5 0 6],2575257,[7 0 8 9 5 3 2 4 6 1],1814229,[4 9 8 7 5 2 6 1 3 0],1462486,[4 0 3 2 5 6 9 8 1 7],1545479,[4 2 3 7 5 9 8 6 1 0],240759,[0 6 9 7 3 2 5 4 8 1],748005,[2 0 6 4 9 3 8 5 7 1],200933,[0 5 9 8 1 4 2 7 6 3],14353,[0 1 4 8 9 6 2 3 7 5],4199,[0 1 2 8 7 9 6 5 4 3],1566403,[4 2 8 7 5 1 9 0 6 3],501955,[1 4 5 7 0 9 8 2 6 3],1451489,[3 9 8 7 6 4 2 5 1 0]
54,152570,[0 4 8 2 9 5 1 6 3 7],2813158,[7 6 8 1 0 9 5 4 2 3],2039451,[5 6 4 7 3 2 0 8 9 1],1903222,[5 2 1 7 4 0 9 8 3 6],952666,[2 6 7 0 1 9 4 8 3 5],2262947,[6 2 0 9 8 7 3 5 4 1],2138605,[5 9 0 3 2 7 6 1 8 4],2019833,[5 6 0 8 2 9 4 7 3 1],2057045,[5 7 0 2 1 3 4 9 8 6],255095,[0 7 3 6 2 8 9 5 4 1],1406028,[3 8 7 9 5 6 2 0 1 4],3549666,[9 7 0 3 1 5 8 2 4 6],2092739,[5 7 9 1 4 3 2 8 6 0],2684289,[7 3 5 6 1 0 4 8 9 2],2427281,[6 7 1 5 2 3 8 9 4 0],539626,[1 5 4 0 6 9 3 8 2 7],1492103,[4 1 0 2 6 3 9 8 7 5],1764387,[4 8 7 0 5 2 1 6 9 3],2699254,[7 3 9 4 8 5 6 2 0 1],1266678,[3 5 4 2 1 8 6 0 7 9]
55,74869,[0 2 8 7 9 6 4 1 5 3],669009,[1 8 5 7 2 0 4 6 9 3],2912752,[8 0 2 9 4 7 5 6 1 3],1963043,[5 3 7 4 2 8 1 9 6 0],580820,[1 6 4 2 8 0 9 5 3 7],1303975,[3 6 2 8 0 5 4 1 9 7],198522,[0 5 9 3 7 2 8 1 4 6],1290711,[3 6 0 1 7 9 5 4 8 2],2253129,[6 1 9 0 4 2 5 7 8 3],2374916,[6 4 9 1 3 8 7 2 0 5],1976953,[5 4 0 2 8 7 1 3 9 6],179620,[0 5 4 7 3 9 1 8 2 6],887830,[2 5 0 3 1 7 9 8 4 6],629259,[1 7 5 8 9 6 0 3 4 2],3007391,[8 2 5 6 9 3 7 4 1 0],1604907,[4 3 8 5 0 2 1 7 9 6],3615523,[9 8 5 2 4 1 7 0 6 3],2402533,[6 5 4 7 9 0 3 1 8 2],3428740,[9 4 0 3 1 8 2 7 5 6],992340,[2 7 5 9 1 4 6 0 3 8]
56,1659331,[4 6 1 2 7 8 9 0 5 3],2071043,[5 7 2 9 3 6 1 8 4 0],280121,[0 7 9 5 1 3 6 8 4 2],10024,[0 1 3 9 8 5 6 7 2 4],237598,[0 6 9 1 8 7 5 4 2 3],2983625,[8 1 9 7 6 3 4 5 2 0],3388079,[9 3 0 2 6 8 7 5 4 1],366262,[1 0 2 7 8 3 9 6 4 5],3042794,[8 3 4 7 0 6 1 5 2 9],655367,[1 8 3 0 4 5 9 7 6 2],1658073,[4 6 0 9 8 2 3 5 7 1],2952965,[8 1 2 9 4 0 3 7 6 5],2362966,[6 4 5 8 9 1 7 3 0 2],1760748,[4 8 6 2 3 9 5 0 1 7],2502724,[6 9 0 5 1 2 3 8 4 7],1702264,[4 7 1 8 2 5 6 9 0 3],1402163,[3 8 7 1 4 6 2 9 5 0],1280068,[3 5 7 9 8 1 0 6 2 4],257845,[0 7 4 2 1 8 6 3 9 5],3562927,[9 7 2 8 4 0 3 1 6 5]
57,2490908,[6 8 7 1 4 3 9 2 0 5],2839411,[7 8 3 2 5 6 9 0 4 1],506164,[1 4 6 5 0 2 3 9 7 8],871673,[2 4 6 9 5 8 3 7 1 0],1840568,[5 0 7 2 4 1 6 8 3 9],2207216,[6 0 7 9 4 3 2 5 1 8],1306855,[3 6 4 2 0 7 5 1 9 8],1388135,[3 8 4 2 9 6 7 5 1 0],588078,[1 6 5 7 8 4 2 0 3 9],968945,[2 7 0 3 8 5 6 9 4 1],1926052,[5 2 8 1 0 6 3 9 4 7],1546421,[4 2 3 8 7 9 0 6 5 1],450723,[1 3 2 6 0 4 5 8 9 7],239243,[0 6 9 4 2 7 3 8 5 1],1001770,[2 7 8 6 3 0 4 9 1 5],2241006,[6 1 5 7 4 0 3 2 8 9],2959775,[8 1 4 2 7 6 9 5 3 0],1382555,[3 8 2 4 1 5 6 9 7 0],244800,[0 7 1 6 2 3 4 5 8 9],213043,[0 6 3 2 9 4 8 1 7 5]
58,85148,[0 3 1 9 4 6 8 5 2 7],1031938,[2 8 5 7 1 4 3 9 0 6],3571933,[9 7 4 6 0 1 5 2 8 3],437004,[1 2 8 6 9 5 4 0 3 7],291243,[0 8 2 7 5 1 3 6 9 4],1250019,[3 5 0 1 2 9 4 7 8 6],1619631,[4 5 1 3 6 9 7 2 8 0],2280189,[6 2 5 3 9 4 8 1 7 0],2548290,[7 0 2 6 3 8 9 1 4 5],952230,[2 6 5 9 4 1 3 0 7 8],1475728,[4 0 6 8 5 7 3 9 1 2],3391317,[9 3 0 8 1 7 6 4 5 2],2965995,[8 1 5 4 3 7 0 6 9 2],1379789,[3 8 1 7 4 2 0 9 6 5],832175,[2 3 7 0 8 6 9 5 4 1],2071054,[5 7 2 9 3 6 8 4 0 1],3246903,[8 9 4 1 5 3 6 2 7 0],1088423,[2 9 8 7 5 0 6 4 3 1],1433431,[3 9 5 2 8 1 4 0 7 6],352212,[0 9 6 8 2 1 5 3 4 7]
59,1296631,[3 6 1 2 9 4 5 0 8 7],708470,[1 9 5 4 8 7 3 2 0 6],1768328,[4 8 7 9 0 1 3 5 2 6],1783092,[4 9 1 7 5 0 6 2 3 8],519672,[1 4 9 0 7 6 2 3 5 8],1247639,[3 4 9 5 7 8 6 2 1 0],1625627,[4 5 2 6 8 9 1 7 3 0],607674,[1 7 0 5 9 8 6 2 3 4],716275,[1 9 7 0 6 8 5 2 4 3],1861024,[5 1 2 3 8 6 7 9 0 4],1502620,[4 1 3 0 9 8 2 7 5 6],952680,[2 6 7 0 3 1 4 5 8 9],693809,[1 9 2 6 5 7 4 8 3 0],3305169,[9 0 8 6 4 1 3 5 7 2],707622,[1 9 5 3 7 8 2 0 4 6],1666149,[4 6 2 7 0 5 9 3 8 1],873613,[2 4 7 3 5 0 8 1 9 6],1031854,[2 8 5 7 0 6 9 4 1 3],2029214,[5 6 2 7 3 0 8 4 1 9],1316014,[3 6 7 0 8 5 9 4 1 2]
60,1119232,[3 0 8 1 5 9 6 7 2 4],1638661,[4 5 7 0 9 3 6 1 8 2],2703678,[7 4 0 5 1 8 3 2 6 9],1318142,[3 6 7 4 8 2 5 1 0 9],2721765,[7 4 5 0 2 3 9 6 8 1],2217432,[6 0 9 8 5 4 1 2 3 7],2624005,[7 2 0 6 4 8 5 1 9 3],884524,[2 4 9 5 6 0 1 8 3 7],2556873,[7 0 4 3 2 5 6 8 9 1],2781984,[7 5 9 8 6 1 0 2 3 4],390850,[1 0 7 5 9 2 4 8 3 6],3538190,[9 6 7 0 1 8 4 3 2 5],771402,[2 1 3 0 6 5 9 4 7 8],1270544,[3 5 6 0 7 9 2 4 1 8],1823141,[5 0 2 8 1 9 3 7 6 4],1053730,[2 9 1 0 6 3 5 8 4 7],2839973,[7 8 3 4 2 5 0 9 6 1],138037,[0 4 5 3 8 2 7 1 9 6],1890893,[5 1 9 2 3 6 0 8 7 4],2925443,[8 0 5 4 1 7 3 9 6 2]
61,3036474,[8 3 2 5 1 9 7 0 4 6],1304298,[3 6 2 8 5 0 9 1 4 7],3210219,[8 7 4 9 3 6 0 2 5 1],1599074,[4 3 7 1 9 6 0 5 2 8],2319435,[6 3 5 1 4 8 0 7 9 2],1923134,[5 2 7 6 0 1 8 4 3 9],2510892,[6 9 2 1 4 0 7 3 5 8],3372093,[9 2 6 0 4 7 8 3 5 1],900081,[2 5 3 7 0 8 4 6 9 1],2240553,[6 1 5 4 9 2 3 7 8 0],3059354,[8 3 9 0 1 6 2 5 4 7],2761089,[7 5 3 8 9 0 2 4 6 1],1114249,[3 0 7 1 6 5 2 4 9 8],3011038,[8 2 6 3 9 7 5 4 0 1],1030245,[2 8 5 3 9 1 7 4 6 0],1072754,[2 9 5 7 8 4 0 3 1 6],1975429,[5 3 9 8 4 7 2 0 6 1],1753280,[4 8 3 9 0 6 2 5 1 7],3130630,[8 5 6 1 0 4 9 7 2 3],3285549,[9 0 4 8 2 5 7 3 6 1]
62,3293455,[9 0 6 4 2 5 3 1 8 7],1793944,[4 9 3 8 5 2 6 7 0 1],1986578,[5 4 2 1 0 9 3 7 6 8],147634,[0 4 7 3 1 5 6 9 2 8],1782895,[4 9 1 7 2 5 3 0 8 6],3548809,[9 7 0 1 8 4 2 3 6 5],1858239,[5 1 0 7 9 3 6 4 8 2],2114057,[5 8 3 4 1 0 7 9 6 2],3556138,[9 7 1 5 0 4 3 8 2 6],3397086,[9 3 2 0 4 1 6 5 7 8],284589,[0 8 1 5 3 6 9 4 7 2],2714652,[7 4 2 6 3 0 8 1 5 9],776777,[2 1 4 0 9 3 7 8 6 5],2155537,[5 9 3 6 7 8 0 1 4 2],3059076,[8 3 7 9 5 1 4 0 2 6],692581,[1 9 2 4 8 5 6 0 7 3],1410723,[3 8 9 7 2 0 1 5 6 4],467632,[1 3 6 8 4 9 5 7 0 2],3442098,[9 4 2 8 6 0 7 1 3 5],3331818,[9 1 6 0 5 2 8 3 4 7]
63,144642,[0 4 6 7 9 2 8 1 3 5],101144,[0 3 6 1 5 9 4 7 2 8],3208535,[8 7 4 5 1 6 9 3 2 0],3622324,[9 8 6 5 0 1 2 7 3 4],3005856,[8 2 5 3 7 9 0 1 4 6],2898372,[7 9 8 0 4 1 5 2 3 6],37916,[0 1 9 5 6 8 7 3 2 4],1252321,[3 5 0 6 4 1 2 7 9 8],835392,[2 3 7 8 1 6 0 4 5 9],3177841,[8 6 7 3 5 0 1 2 9 4],2125524,[5 8 6 7 0 4 3 1 2 9],527466,[1 5 0 7 6 4 9 2 3 8],186601,[0 5 7 1 3 2 4 6 9 8],3281119,[9 0 4 1 2 7 5 3 8 6],3473788,[9 5 1 2 7 3 0 8 4 6],2794636,[7 6 2 4 3 8 0 9 1 5],1980605,[5 4 0 9 8 1 2 7 6 3],1191290,[3 2 6 4 7 5 0 8 1 9],1820376,[5 0 2 3 4 9 1 6 7 8],760064,[2 0 8 7 5 9 3 4 1 6]
64,1390624,[3 8 4 9 2 5 6 7 0 1],2117816,[5 8 4 1 3 6 2 7 0 9],1367343,[3 7 9 2 0 5 6 4 8 1],2729367,[7 4 6 3 8 5 2 1 9 0],475700,[1 3 8 4 7 0 9 5 2 6],71337,[0 2 8 3 1 6 5 7 9 4],2797825,[7 6 3 0 9 2 1 4 8 5],1915681,[5 2 6 0 8 1 3 4 9 7],2329917,[6 3 8 1 9 7 5 2 4 0],917819,[2 5 8 0 7 4 3 9 6 1],623479,[1 7 4 6 9 5 2 0 8 3],952847,[2 6 7 0 4 3 9 8 5 1],1428660,[3 9 4 5 1 6 7 0 2 8],2947277,[8 1 0 7 4 6 2 9 5 3],250367,[0 7 2 6 8 3 9 5 4 1],153635,[0 4 8 5 3 2 6 9 7 1],3463613,[9 4 8 1 5 3 0 7 6 2],42327,[0 2 1 5 8 7 6 4 9 3],2605059,[7 1 5 9 0 8 2 4 6 3],1797568,[4 9 5 6 3 7 2 8 0 1]
65,1017212,[2 8 1 7 6 5 9 3 0 4],681664,[1 8 9 2 6 4 5 7 0 3],2611985,[7 1 8 2 6 4 5 9 3 0],1936211,[5 3 0 2 4 1 7 9 8 6],637440,[1 7 8 4 3 0 2 5 6 9],613080,[1 7 2 6 5 0 3 4 8 9],2774567,[7 5 8 3 4 1 9 6 2 0],1920670,[5 2 7 0 6 4 9 8 1 3],2520247,[6 9 4 0 3 1 5 2 8 7],3539442,[9 6 7 1 8 2 5 0 3 4],3487575,[9 5 3 8 7 0 4 2 6 1],3063623,[8 3 9 7 0 1 6 5 4 2],82999,[0 3 1 6 4 8 5 2 9 7],3302141,[9 0 8 2 3 7 1 6 5 4],3393810,[9 3 1 4 6 7 8 0 2 5],1356784,[3 7 6 1 4 5 8 9 0 2],2462572,[6 8 0 5 2 4 1 9 3 7],1031133,[2 8 5 6 0 7 9 3 4 1],1641686,[4 5 7 8 0 6 3 2 1 9],2390378,[6 5 2 1 9 8 0 4 3 7]
66,30843,[0 1 8 2 9 3 4 6 7 5],1257823,[3 5 1 6 9 8 2 0 7 4],3604847,[9 8 3 1 6 2 7 5 4 0],1011634,[2 8 0 7 1 4 5 9 3 6],2209310,[6 0 8 3 4 9 5 2 1 7],1753855,[4 8 3 9 7 2 1 0 6 5],2416261,[6 5 9 2 8 3 4 0 7 1],1059118,[2 9 3 0 8 7 6 5 1 4],1321645,[3 6 8 1 5 7 4 0 9 2],3255772,[8 9 5 7 6 2 0 4 1 3],1262042,[3 5 2 4 9 0 1 7 6 8],3217634,[8 7 6 2 9 4 0 3 1 5],2076980,[5 7 4 0 8 1 9 3 2 6],2093795,[5 7 9 3 0 2 4 8 6 1],2773656,[7 5 8 2 1 9 0 3 4 6],500858,[1 4 5 3 7 9 0 6 2 8],2607581,[7 1 6 3 5 9 0 8 4 2],516065,[1 4 8 3 7 5 6 9 2 0],2444688,[6 7 5 0 3 4 1 2 8 9],421642,[1 2 5 7 6 8 3 9 0 4]
67,608558,[1 7 0 8 3 4 6 5 2 9],189984,[0 5 7 6 9 2 1 3 4 8],1863462,[5 1 2 8 0 9 4 3 6 7],1249218,[3 4 9 8 0 1 7 2 5 6],1309803,[3 6 4 9 1 0 2 7 8 5],1817382,[5 0 1 7 2 9 4 3 6 8],907800,[2 5 6 0 9 1 3 4 7 8],2197535,[6 0 5 1 2 8 9 7 4 3],1400772,[3 8 6 9 4 0 5 1 2 7],274035,[0 7 8 3 5 6 1 4 9 2],429508,[1 2 7 3 6 4 0 9 5 8],2348555,[6 4 1 9 8 2 3 7 5 0],1676907,[4 6 5 8 0 2 1 7 9 3],2386821,[6 5 1 7 0 2 9 4 8 3],1974969,[5 3 9 8 0 1 4 6 7 2],1077873,[2 9 6 8 0 3 4 5 7 1],2779485,[7 5 9 3 2 1 8 4 6 0],2763126,[7 5 4 1 8 0 3 2 6 9],2012638,[5 4 9 2 1 8 7 6 0 3],944406,[2 6 4 3 8 0 5 1 7 9]
68,1013504,[2 8 1 0 6 9 4 5 3 7],3039825,[8 3 4 0 9 7 2 5 6 1],1676506,[4 6 5 7 2 9 1 8 0 3],3453511,[9 4 6 1 5 2 3 0 8 7],706540,[1 9 5 2 3 8 0 7 4 6],3366579,[9 2 4 8 6 7 0 3 5 1],2528836,[6 9 5 7 1 4 0 8 2 3],500030,[1 4 5 2 6 9 7 3 0 8],773780,[2 1 3 6 8 0 9 5 4 7],186355,[0 5 6 9 7 8 4 1 3 2],2073152,[5 7 3 2 4 1 6 8 0 9],1652615,[4 5 9 8 1 6 7 3 2 0],1447756,[3 9 8 1 6 5 0 7 2 4],1888808,[5 1 8 7 3 0 4 6 2 9],130080,[0 4 2 8 7 1 3 5 6 9],2891530,[7 9 5 6 0 1 3 8 2 4],25851,[0 1 7 2 9 5 3 6 8 4],346635,[0 9 5 7 3 6 1 4 8 2],1018391,[2 8 3 0 5 6 9 7 4 1],2618695,[7 1 9 5 0 4 3 2 8 6]
69,2880634,[7 9 3 4 8 1 2 6 0 5],3208160,[8 7 4 3 6 5 1 2 0 9],2104819,[5 8 1 6 3 0 9 2 7 4],2330266,[6 3 8 2 4 9 1 7 0 5],2997414,[8 2 3 7 0 5 4 1 6 9],779710,[2 1 4 7 9 5 8 6 0 3],1010390,[2 8 0 5 3 9 6 4 1 7],2484444,[6 8 4 9 3 5 2 0 1 7],1570387,[4 2 9 6 0 5 8 1 7 3],2712674,[7 4 2 1 6 8 0 5 3 9],765023,[2 0 9 7 5 1 8 6 4 3],2344985,[6 4 1 2 9 5 7 8 3 0],3287577,[9 0 5 3 1 6 4 7 8 2],2811299,[7 6 5 8 3 2 1 9 4 0],1932246,[5 2 9 3 7 0 4 1 6 8],698632,[1 9 3 6 2 8 5 7 0 4],1415224,[3 9 0 7 5 4 6 8 1 2],574801,[1 6 3 0 5 2 4 7 9 8],1759973,[4 8 6 1 3 5 0 9 7 2],759813,[2 0 8 7 3 6 9 4 5 1]
70,3422538,[9 3 8 0 5 1 7 2 4 6],1133730,[3 1 0 9 6 7 8 2 4 5],1019921,[2 8 3 4 6 1 7 9 5 0],2890828,[7 9 5 4 0 2 1 8 3 6],423650,[1 2 6 0 5 7 3 8 4 9],2316751,[6 3 4 7 8 1 2 0 9 5],1344683,[3 7 2 8 5 6 1 9 4 0],237142,[0 6 9 1 4 2 8 7 3 5],2286169,[6 2 7 5 1 4 0 3 9 8],3056362,[8 3 7 2 9 5 1 6 0 4],810132,[2 3 0 8 4 1 7 5 6 9],650708,[1 8 2 0 7 5 9 4 3 6],1593285,[4 3 6 0 9 2 8 5 7 1],785041,[2 1 5 8 4 0 3 6 9 7],2913785,[8 0 3 1 9 5 6 7 4 2],2435570,[6 7 3 1 8 4 0 5 2 9],663732,[1 8 4 6 9 0 5 2 3 7],1561037,[4 2 7 8 0 6 1 9 5 3],2136804,[5 8 9 7 4 3 2 0 1 6],1730500,[4 7 9 2 3 8 0 6 1 5]
71,2690845,[7 3 6 9 1 5 4 0 8 2],1127647,[3 0 9 7 2 1 5 4 8 6],2995236,[8 2 3 4 0 5 7 1 6 9],930968,[2 6 0 8 1 3 5 7 4 9],2235346,[6 1 4 5 7 9 2 8 0 3],1802818,[4 9 6 5 8 2 1 7 0 3],1459015,[4 0 2 6 5 7 3 1 9 8],3500104,[9 5 7 3 1 4 6 8 0 2],1378393,[3 8 1 5 4 7 0 2 9 6],3298313,[9 0 7 3 8 6 4 5 2 1],1542157,[4 2 1 9 8 3 6 0 7 5],3385069,[9 2 8 5 3 7 4 0 6 1],1982468,[5 4 1 3 6 7 9 2 0 8],387885,[1 0 6 9 7 3 8 4 5 2],1529192,[4 1 9 3 8 2 5 6 0 7],2757405,[7 5 3 0 8 2 9 4 6 1],3306288,[9 1 0 2 3 6 4 5 7 8],378984,[1 0 5 3 6 4 2 7 8 9],1838125,[5 0 6 7 9 4 3 1 8 2],3207525,[8 7 4 2 9 1 6 3 5 0]
72,258988,[0 7 4 3 8 2 1 9 5 6],3609228,[9 8 4 0 6 7 3 1 2 5],280090,[0 7 9 5 1 2 4 8 3 6],2672135,[7 3 2 1 4 8 9 6 5 0],2953880,[8 1 3 0 6 7 4 5 2 9],627876,[1 7 5 6 0 3 8 2 4 9],972806,[2 7 1 0 3 8 6 5 4 9],1678050,[4 6 5 9 3 7 8 0 1 2],1335386,[3 7 0 9 6 2 1 5 4 8],1297668,[3 6 1 5 2 9 7 0 4 8],2450679,[6 7 8 1 5 2 4 3 9 0],2681,[0 1 2 6 8 4 7 9 5 3],1204639,[3 2 9 0 1 7 5 4 8 6],2196342,[6 0 4 8 3 9 2 1 5 7],304590,[0 8 5 4 1 3 6 2 7 9],3412784,[9 3 6 0 8 7 2 4 1 5],1289045,[3 5 9 7 2 0 1 8 6 4],1809860,[4 9 8 0 6 1 7 3 2 5],2049569,[5 6 8 4 3 7 2 9 1 0],1621817,[4 5 1 8 6 0 7 9 3 2]
73,1154558,[3 1 7 0 6 4 8 5 2 9],3598670,[9 8 2 0 1 7 5 4 3 6],2788642,[7 6 1 3 0 8 4 9 2 5],33410,[0 1 8 6 4 5 2 7 3 9],1935553,[5 3 0 1 4 8 2 6 9 7],2160794,[5 9 4 7 0 6 1 3 2 8],2191914,[6 0 3 9 2 8 7 1 4 5],2675215,[7 3 2 8 5 4 1 0 9 6],1129526,[3 1 0 2 8 7 6 5 4 9],2675668,[7 3 2 9 1 4 0 8 5 6],1699622,[4 7 1 2 6 5 8 3 0 9],2912330,[8 0 2 7 9 4 1 5 3 6],1142137,[3 1 4 7 2 9 0 5 8 6],806699,[2 3 0 1 6 7 5 9 8 4],2922391,[8 0 4 7 9 2 3 1 6 5],3585116,[9 7 8 2 1 6 5 3 0 4],1181278,[3 2 4 5 7 9 8 6 0 1],2198302,[6 0 5 2 3 1 9 8 4 7],3098436,[8 4 7 6 2 1 5 0 3 9],1403141,[3 8 7 2 6 9 0 5 4 1]
74,716175,[1 9 7 0 6 2 5 4 8 3],450836,[1 3 2 6 0 9 8 5 4 7],569425,[1 6 0 9 8 3 2 4 7 5],2196293,[6 0 4 8 3 5 1 9 7 2],2596681,[7 1 4 2 6 0 3 5 9 8],528168,[1 5 0 8 6 4 2 3 7 9],1909727,[5 2 3 9 4 1 8 7 6 0],1603904,[4 3 8 1 6 9 2 5 0 7],892599,[2 5 1 0 8 4 7 6 9 3],3551340,[9 7 0 5 3 4 6 1 2 8],3587258,[9 7 8 5 1 6 0 3 2 4],3393102,[9 3 1 2 6 8 4 0 5 7],2771657,[7 5 6 9 3 0 4 8 2 1],1200945,[3 2 8 1 9 7 4 5 6 0],2612860,[7 1 8 3 9 6 0 5 2 4],3561005,[9 7 2 4 8 0 1 6 5 3],50581,[0 2 4 1 5 7 8 3 9 6],2546394,[7 0 2 3 6 9 8 1 4 5],1680133,[4 6 7 2 5 0 8 1 9 3],852158,[2 4 1 0 7 5 8 6 3 9]
75,3333166,[9 1 6 3 4 2 8 7 0 5],3349953,[9 2 0 6 7 3 4 5 8 1],954423,[2 6 7 3 5 4 8 1 9 0],2661365,[7 3 0 1 5 2 4 9 8 6],1196700,[3 2 7 5 0 6 8 1 4 9],2559933,[7 0 4 9 3 6 8 2 5 1],1311217,[3 6 5 1 0 9 2 4 8 7],1327529,[3 6 9 2 7 5 4 8 1 0],3511476,[9 6 0 7 1 3 5 2 4 8],890506,[2 5 0 7 8 9 3 6 1 4],3424297,[9 3 8 2 7 6 0 1 5 4],1412614,[3 9 0 2 8 6 7 5 1 4],1794910,[4 9 5 0 8 3 7 6 1 2],2351118,[6 4 2 5 3 8 1 0 7 9],3109744,[8 5 1 0 2 6 7 9 3 4],970108,[2 7 0 5 4 3 1 9 6 8],1903367,[5 2 1 7 6 3 9 8 4 0],2654311,[7 2 8 5 4 1 3 0 9 6],167973,[0 5 2 4 3 8 9 6 7 1],2062176,[5 7 1 2 0 9 3 4 6 8]
76,2884770,[7 9 4 2 5 6 8 0 1 3],586070,[1 6 5 2 9 8 4 3 0 7],2188677,[6 0 3 2 8 9 7 4 5 1],591457,[1 6 7 3 4 9 0 2 8 5],939583,[2 6 3 4 9 8 1 0 7 5],762537,[2 0 9 4 1 6 5 7 8 3],3298227,[9 0 7 3 8 2 1 5 6 4],3367199,[9 2 5 0 6 8 7 4 3 1],2008224,[5 4 8 3 1 2 0 6 7 9],118556,[0 3 9 5 6 8 7 2 1 4],2227757,[6 1 3 0 2 8 4 9 7 5],546917,[1 5 6 4 7 8 0 9 3 2],1113,[0 1 2 4 7 5 6 8 9 3],3409683,[9 3 5 4 7 0 1 6 8 2],356389,[0 9 7 5 8 6 3 1 4 2],1360995,[3 7 8 0 2 6 1 5 9 4],3359203,[9 2 3 5 6 1 8 0 7 4],2693101,[7 3 8 2 4 5 6 0 9 1],3538081,[9 6 7 0 1 2 3 4 8 5],591451,[1 6 7 3 4 8 9 0 5 2]
77,2870739,[7 9 1 5 0 8 2 4 6 3],283272,[0 8 1 3 5 7 2 4 6 9],1011315,[2 8 0 6 5 7 1 4 9 3],1190506,[3 2 6 1 5 9 4 8 0 7],2222618,[6 1 0 9 8 7 2 4 3 5],2176098,[5 9 8 6 2 0 7 1 3 4],3076836,[8 4 2 5 3 1 7 0 6 9],1503715,[4 1 3 5 6 9 8 0 7 2],1851708,[5 0 9 3 7 8 4 1 2 6],730896,[2 0 3 1 4 9 5 6 7 8],881944,[2 4 8 9 7 3 5 6 0 1],1870952,[5 1 4 2 7 3 6 8 0 9],3199414,[8 7 2 6 4 5 9 3 0 1],2223278,[6 1 2 0 9 4 7 5 3 8],3495321,[9 5 6 3 4 7 1 2 8 0],3434829,[9 4 1 5 6 3 8 2 7 0],2027634,[5 6 2 3 0 9 8 1 4 7],1124328,[3 0 9 1 6 5 2 4 7 8],1839971,[5 0 7 1 6 2 4 9 8 3],319779,[0 8 9 4 1 7 2 5 6 3]
78,3351962,[9 2 1 0 6 3 4 7 5 8],2840609,[7 8 3 5 1 6 4 9 2 0],2809281,[7 6 5 2 8 4 1 3 9 0],1346763,[3 7 4 1 6 0 2 8 9 5],1092749,[3 0 1 8 7 4 2 9 6 5],1797860,[4 9 5 7 0 1 8 3 2 6],1580238,[4 3 1 6 8 7 2 0 5 9],3236921,[8 9 2 1 6 3 5 7 4 0],2908210,[8 0 2 1 4 3 6 9 5 7],1242145,[3 4 8 5 1 2 0 6 9 7],171366,[0 5 3 1 2 4 7 6 8 9],2308723,[6 3 2 0 7 4 9 1 8 5],2060986,[5 7 0 9 3 8 2 6 1 4],577098,[1 6 3 5 7 0 9 2 4 8],1464737,[4 0 3 7 5 1 8 9 6 2],1791375,[4 9 3 5 0 1 7 6 8 2],329860,[0 9 2 5 1 8 3 7 4 6],1181805,[3 2 4 6 5 1 9 7 8 0],127478,[0 4 2 5 1 6 8 7 3 9],2723603,[7 4 5 2 8 6 1 9 3 0]
79,3363046,[9 2 4 1 8 3 7 6 0 5],2368675,[6 4 7 9 5 8 3 0 2 1],1717515,[4 7 5 8 2 6 0 3 9 1],2011722,[5 4 9 1 0 3 8 2 6 7],2704275,[7 4 0 5 9 6 1 3 8 2],2366191,[6 4 7 3 2 1 5 0 9 8],928641,[2 6 0 3 8 7 4 5 9 1],3300814,[9 0 7 8 3 5 6 4 1 2],3329062,[9 1 5 4 7 0 8 6 2 3],2075045,[5 7 3 8 0 1 2 9 6 4],1856031,[5 1 0 3 8 9 6 4 7 2],420847,[1 2 5 6 7 0 4 3 9 8],1668987,[4 6 3 1 0 5 2 8 9 7],936537,[2 6 1 8 7 4 3 5 9 0],3550113,[9 7 0 3 6 2 4 5 8 1],2845577,[7 8 4 5 1 0 6 9 3 2],624392,[1 7 4 9 2 3 5 6 0 8],1597639,[4 3 6 9 8 5 1 0 7 2],1521536,[4 1 7 9 2 5 3 6 0 8],3262874,[8 9 7 2 5 4 0 3 1 6]
