2%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10],Optima 11, Optima [11],Optima 12, Optima [12],Optima 13, Optima [13],Optima 14, Optima [14],Optima 15, Optima [15],Optima 16, Optima [16],Optima 17, Optima [17],Optima 18, Optima [18],Optima 19, Optima [19],Optima 20, Optima [20]
53,151693,[0 4 8 1 7 2 6 3 9 5],136229,[0 4 5 1 3 6 2 9 8 7],541174,[1 5 4 3 7 8 9 6 0 2],324108,[0 9 1 4 2 8 6 3 5 7],1142530,[3 1 4 7 9 0 5 8 2 6],1687062,[4 6 8 7 0 9 2 1 3 5],2115476,[5 8 3 7 0 9 6 2 1 4],1403301,[3 8 7 4 0 1 9 5 6 2],1207266,[3 2 9 5 7 4 8 0 1 6],308600,[0 8 6 2 5 7 3 4 1 9],325289,[0 9 1 5 7 6 4 8 3 2],1178855,[3 2 1 9 4 7 8 6 5 0],2519724,[6 9 3 8 4 5 2 0 1 7],1314206,[3 6 5 8 1 7 4 2 0 9],3097933,[8 4 7 5 6 0 3 1 9 2],3029388,[8 3 1 0 5 9 6 2 4 7],471453,[1 3 7 5 8 6 9 2 4 0],410683,[1 2 3 6 5 4 9 0 8 7],822731,[2 3 5 1 8 0 6 9 7 4],1673561,[4 6 5 0 3 2 8 9 7 1]
54,198500,[0 5 9 3 7 1 8 4 2 6],148778,[0 4 7 5 6 9 1 3 2 8],491967,[1 4 2 7 3 8 6 5 9 0],358954,[0 9 8 2 5 3 4 7 1 6],1139495,[3 1 4 0 7 8 9 6 5 2],1737573,[4 8 0 7 2 6 9 3 5 1],2120449,[5 8 4 7 0 3 1 2 9 6],1421653,[3 9 2 0 6 1 7 4 8 5],1230399,[3 4 6 0 9 2 7 5 8 1],312265,[0 8 6 9 5 2 1 3 7 4],369134,[1 0 3 4 8 2 7 6 5 9],1215439,[3 4 1 2 0 8 6 5 9 7],2515474,[6 9 3 0 7 2 4 8 1 5],1330809,[3 7 0 1 5 2 6 8 9 4],3089250,[8 4 5 9 3 6 7 0 1 2],3068586,[8 4 0 7 9 3 6 1 2 5],448713,[1 3 2 0 5 6 7 8 9 4],395717,[1 0 8 5 6 7 2 9 4 3],820615,[2 3 4 8 7 5 1 0 9 6],1696574,[4 7 0 6 3 1 8 5 2 9]
55,173189,[0 5 3 4 7 2 1 9 8 6],148269,[0 4 7 3 9 5 8 2 6 1],507367,[1 4 6 7 8 0 3 2 9 5],379733,[1 0 5 4 6 7 2 9 8 3],1150484,[3 1 6 2 9 4 8 5 0 7],1695879,[4 7 0 5 3 2 8 6 9 1],2096084,[5 7 9 8 1 2 6 3 0 4],1400157,[3 8 6 7 4 9 5 1 2 0],1232741,[3 4 6 7 0 9 1 8 5 2],282309,[0 8 1 2 3 6 9 5 7 4],358941,[0 9 8 2 5 1 7 4 6 3],1155541,[3 1 7 2 9 5 6 0 8 4],2535667,[6 9 8 0 5 3 7 1 4 2],1335380,[3 7 0 9 6 1 8 4 2 5],3059414,[8 3 9 0 2 1 6 5 4 7],3031016,[8 3 1 4 7 5 2 6 0 9],450871,[1 3 2 6 4 5 7 0 9 8],432454,[1 2 7 8 5 6 9 4 0 3],813144,[2 3 1 5 6 4 0 7 8 9],1696076,[4 7 0 5 6 9 8 2 1 3]
56,147253,[0 4 7 2 6 1 8 3 9 5],196747,[0 5 9 1 3 6 8 2 7 4],524977,[1 5 0 3 2 9 4 6 8 7],350203,[0 9 6 4 3 2 8 1 7 5],1127886,[3 0 9 7 5 1 4 2 6 8],1699585,[4 7 1 2 6 3 0 5 9 8],2107838,[5 8 2 1 6 3 7 4 0 9],1379127,[3 8 1 6 4 7 5 2 9 0],1228285,[3 4 5 7 9 6 2 0 8 1],281858,[0 7 9 8 3 6 1 4 2 5],328318,[0 9 2 1 8 7 6 5 3 4],1167192,[3 1 9 6 0 7 2 4 5 8],2527755,[6 9 5 3 7 4 0 2 8 1],1342408,[3 7 2 4 5 8 6 9 0 1],3090069,[8 4 6 0 7 3 9 2 5 1],3056686,[8 3 7 4 2 1 9 6 0 5],481519,[1 3 9 5 7 6 2 0 8 4],368650,[1 0 3 4 2 5 7 9 6 8],840136,[2 3 8 6 9 0 5 7 1 4],1709945,[4 7 3 1 9 5 6 8 2 0]
57,127592,[0 4 2 5 3 6 7 8 1 9],155306,[0 4 8 7 6 2 1 5 3 9],519836,[1 4 9 0 8 7 6 3 2 5],367465,[1 0 2 9 5 4 3 6 8 7],1117334,[3 0 7 6 9 1 5 4 2 8],1727196,[4 7 8 5 9 1 3 0 2 6],2132924,[5 8 9 1 3 2 7 4 0 6],1418468,[3 9 1 5 0 6 8 4 2 7],1252058,[3 5 0 4 9 8 1 6 2 7],287066,[0 8 1 9 6 3 2 5 4 7],304584,[0 8 5 4 1 3 2 6 7 9],1183085,[3 2 4 8 1 0 5 9 7 6],2542820,[7 0 1 5 8 2 9 4 3 6],1364172,[3 7 8 5 6 0 4 1 2 9],3126831,[8 5 4 2 7 9 3 1 6 0],3074342,[8 4 1 9 7 3 5 2 0 6],455839,[1 3 4 6 0 8 5 2 9 7],374843,[1 0 4 5 7 8 3 9 6 2],830122,[2 3 6 7 9 5 1 8 0 4],1695314,[4 7 0 3 6 8 1 5 2 9]
58,171689,[0 5 3 1 6 8 7 9 4 2],193561,[0 5 8 3 9 1 2 4 7 6],537206,[1 5 3 7 0 8 6 4 2 9],362819,[0 9 8 7 6 3 2 5 4 1],1123608,[3 0 8 9 5 4 1 2 6 7],1686031,[4 6 8 3 7 1 2 0 9 5],2114794,[5 8 3 6 1 2 4 9 0 7],1432849,[3 9 5 2 0 6 1 4 8 7],1219757,[3 4 2 0 1 8 5 9 7 6],282091,[0 7 9 8 5 4 6 1 3 2],311071,[0 8 6 7 1 3 4 2 9 5],1171543,[3 2 0 6 1 9 5 4 8 7],2543908,[7 0 1 8 3 4 2 9 5 6],1352157,[3 7 5 1 9 8 6 2 4 0],3087127,[8 4 5 3 7 0 2 1 9 6],3075530,[8 4 2 1 6 5 0 7 3 9],486117,[1 4 0 6 2 9 8 5 7 3],374898,[1 0 4 5 8 2 9 3 6 7],869017,[2 4 6 3 9 8 0 1 7 5],1667818,[4 6 2 9 3 5 1 8 0 7]
59,147642,[0 4 7 3 1 5 9 2 6 8],203496,[0 6 1 4 7 9 2 3 5 8],518832,[1 4 8 9 5 6 0 2 3 7],321932,[0 8 9 7 1 5 6 3 2 4],1135552,[3 1 2 5 0 9 7 8 4 6],1684510,[4 6 8 1 5 3 9 7 0 2],2088317,[5 7 8 2 3 6 0 9 4 1],1433194,[3 9 5 2 6 1 4 8 0 7],1249267,[3 4 9 8 0 5 7 1 6 2],264861,[0 7 5 4 9 1 8 3 6 2],369231,[1 0 3 4 8 9 6 5 7 2],1176068,[3 2 1 5 6 7 9 4 0 8],2541287,[7 0 1 3 6 4 9 8 5 2],1339441,[3 7 1 8 4 0 2 5 9 6],3124987,[8 5 4 0 2 6 9 1 7 3],3017506,[8 2 7 5 9 6 1 4 0 3],436122,[1 2 8 5 7 3 9 0 4 6],400970,[1 0 9 5 8 4 2 6 3 7],845706,[2 3 9 7 5 4 8 0 1 6],1670680,[4 6 3 5 2 1 8 9 0 7]
60,140253,[0 4 5 8 7 6 9 2 3 1],152045,[0 4 8 2 3 1 5 9 7 6],496256,[1 4 3 6 2 7 5 8 0 9],323237,[0 9 1 2 8 6 3 7 5 4],1117346,[3 0 7 6 9 2 1 5 4 8],1736053,[4 8 0 5 2 1 7 3 9 6],2137139,[5 9 0 1 3 6 4 8 7 2],1430522,[3 9 4 7 8 0 1 5 2 6],1185155,[3 2 5 1 0 6 7 9 8 4],304516,[0 8 5 3 9 6 1 7 2 4],307728,[0 8 6 1 4 5 2 3 7 9],1178391,[3 2 1 8 6 9 5 4 7 0],2538065,[6 9 8 4 0 3 5 7 2 1],1341245,[3 7 2 0 9 1 4 8 6 5],3078464,[8 4 2 7 5 9 1 3 0 6],3054081,[8 3 6 9 5 4 1 2 7 0],427849,[1 2 6 9 3 5 0 4 8 7],423039,[1 2 5 9 6 3 7 4 8 0],812319,[2 3 1 4 5 6 8 7 9 0],1714236,[4 7 5 0 9 2 6 1 3 8]
61,148090,[0 4 7 3 8 1 5 9 2 6],149197,[0 4 7 6 2 3 8 1 9 5],539785,[1 5 4 0 8 3 2 6 9 7],359433,[0 9 8 3 2 4 5 6 7 1],1099125,[3 0 4 1 7 5 9 6 8 2],1705213,[4 7 2 3 5 0 8 1 9 6],2131475,[5 8 7 9 2 1 3 6 4 0],1407634,[3 8 9 2 0 4 5 7 1 6],1247818,[3 4 9 6 0 5 2 8 1 7],307495,[0 8 6 1 2 5 4 3 9 7],362910,[1 0 2 3 4 6 7 5 8 9],1158362,[3 1 7 8 9 0 2 5 4 6],2559253,[7 0 4 8 5 1 6 2 9 3],1352647,[3 7 5 2 8 0 4 1 9 6],3122691,[8 5 3 6 0 4 1 7 9 2],3073212,[8 4 1 7 3 0 6 2 5 9],460963,[1 3 5 6 2 4 9 0 8 7],413683,[1 2 4 0 7 5 9 3 8 6],850384,[2 4 0 8 1 6 7 9 3 5],1720758,[4 7 6 2 9 5 1 0 3 8]
62,168776,[0 5 2 6 4 7 3 8 1 9],149537,[0 4 7 6 8 1 5 9 3 2],501611,[1 4 5 6 8 0 3 9 7 2],351812,[0 9 6 7 4 5 8 2 1 3],1102867,[3 0 4 8 7 5 9 1 6 2],1699368,[4 7 1 2 3 6 0 5 8 9],2081726,[5 7 6 0 2 8 4 3 1 9],1428367,[3 9 4 2 8 0 5 1 7 6],1248273,[3 4 9 6 7 1 2 5 8 0],303944,[0 8 5 3 1 9 4 6 2 7],314105,[0 8 7 3 2 5 6 9 4 1],1161169,[3 1 8 4 7 5 0 2 9 6],2583346,[7 1 0 5 9 8 3 6 2 4],1345969,[3 7 4 0 5 6 1 2 9 8],3108511,[8 5 0 7 3 2 4 1 9 6],3069434,[8 4 1 0 2 7 3 6 5 9],480262,[1 3 9 4 0 2 8 7 5 6],402135,[1 0 9 7 5 2 6 4 8 3],852915,[2 4 1 3 7 8 0 6 9 5],1667996,[4 6 2 9 5 8 7 1 0 3]
63,188938,[0 5 7 4 3 6 2 9 1 8],170630,[0 5 2 8 9 7 4 3 1 6],499456,[1 4 5 0 8 2 7 9 3 6],326391,[0 9 1 7 3 8 5 4 6 2],1140166,[3 1 4 2 7 5 9 8 0 6],1670903,[4 6 3 5 8 0 9 7 2 1],2088920,[5 7 8 3 1 6 2 4 0 9],1442985,[3 9 7 2 0 8 4 5 6 1],1236256,[3 4 7 2 0 1 8 9 5 6],264736,[0 7 5 4 8 1 6 9 2 3],318182,[0 8 9 1 7 4 5 3 2 6],1177127,[3 2 1 6 9 4 8 7 5 0],2541074,[7 0 1 3 4 8 2 6 5 9],1345470,[3 7 2 9 6 1 4 0 5 8],3084373,[8 4 3 9 7 0 5 1 6 2],3050459,[8 3 6 1 7 4 2 9 5 0],440699,[1 2 9 5 0 6 4 8 7 3],376812,[1 0 4 8 5 2 7 3 6 9],835570,[2 3 7 8 5 0 4 9 1 6],1685791,[4 6 8 3 2 1 5 0 9 7]
64,189555,[0 5 7 6 2 8 1 4 9 3],155079,[0 4 8 7 3 2 6 5 9 1],504888,[1 4 6 2 3 7 0 5 8 9],359134,[0 9 8 2 6 5 7 4 1 3],1108674,[3 0 5 9 7 8 6 1 2 4],1707455,[4 7 2 8 3 6 9 5 1 0],2144040,[5 9 1 3 8 0 2 4 6 7],1440701,[3 9 6 7 8 5 0 4 2 1],1214210,[3 4 0 9 5 6 1 7 2 8],325309,[0 9 1 5 7 8 4 2 6 3],331055,[0 9 2 6 7 5 8 4 3 1],1158240,[3 1 7 8 6 0 2 4 5 9],2531258,[6 9 7 1 4 8 0 3 2 5],1349596,[3 7 4 8 2 6 0 9 1 5],3127422,[8 5 4 3 6 9 1 0 2 7],3081627,[8 4 3 5 0 2 1 7 9 6],471853,[1 3 7 6 4 0 8 2 9 5],381626,[1 0 5 8 2 4 3 7 6 9],845697,[2 3 9 7 5 4 1 6 8 0],1686454,[4 6 8 5 1 7 9 3 0 2]
65,138985,[0 4 5 7 1 3 2 6 9 8],156200,[0 4 8 9 7 5 2 3 1 6],477553,[1 3 8 7 2 6 0 4 9 5],337188,[0 9 3 8 2 7 5 1 4 6],1146070,[3 1 5 4 8 6 9 7 0 2],1697703,[4 7 0 8 9 3 5 2 6 1],2093695,[5 7 9 2 8 3 1 0 6 4],1405876,[3 8 7 9 4 5 0 6 1 2],1191445,[3 2 6 4 8 7 5 0 9 1],282399,[0 8 1 2 4 5 7 6 9 3],310852,[0 8 6 5 7 3 1 9 2 4],1216528,[3 4 1 5 7 8 6 9 0 2],2557757,[7 0 4 5 3 8 1 9 6 2],1353028,[3 7 5 4 1 2 0 9 6 8],3124209,[8 5 3 9 1 0 4 6 7 2],3043998,[8 3 4 9 6 5 1 0 2 7],450642,[1 3 2 5 9 4 8 0 6 7],410537,[1 2 3 6 4 0 8 9 7 5],807404,[2 3 0 4 6 5 9 7 1 8],1701641,[4 7 1 6 3 2 8 9 5 0]
66,158151,[0 4 9 3 6 8 5 2 7 1],138597,[0 4 5 6 3 9 8 2 7 1],488154,[1 4 0 8 9 7 6 2 3 5],382099,[1 0 5 8 7 2 9 3 6 4],1158490,[3 1 7 9 0 2 5 8 4 6],1672108,[4 6 3 8 2 1 0 9 5 7],2130922,[5 8 7 6 3 4 1 9 0 2],1418521,[3 9 1 5 2 0 4 6 8 7],1203266,[3 2 8 7 1 4 0 6 5 9],310520,[0 8 6 5 2 7 3 4 1 9],326441,[0 9 1 7 4 3 6 8 5 2],1216788,[3 4 1 5 9 8 6 0 2 7],2519810,[6 9 3 8 5 2 0 4 1 7],1331020,[3 7 0 1 6 9 2 8 4 5],3099926,[8 4 9 0 3 6 5 2 1 7],3046621,[8 3 5 4 2 6 7 0 9 1],470776,[1 3 7 4 9 0 6 8 2 5],402330,[1 0 9 7 6 5 8 2 3 4],844151,[2 3 9 5 4 6 8 7 1 0],1661383,[4 6 1 7 3 9 2 0 8 5]
67,174038,[0 5 3 6 8 2 7 4 1 9],164700,[0 5 1 7 8 4 6 2 3 9],523492,[1 4 9 8 0 5 2 7 3 6],347243,[0 9 5 8 2 6 3 7 4 1],1166362,[3 1 9 4 8 6 2 7 0 5],1709851,[4 7 3 1 8 6 9 0 5 2],2146384,[5 9 1 8 0 4 6 7 2 3],1445083,[3 9 7 6 0 2 8 1 5 4],1226966,[3 4 5 6 0 8 7 2 1 9],265250,[0 7 5 6 3 4 1 8 2 9],333296,[0 9 3 1 8 5 4 6 2 7],1194601,[3 2 7 0 4 1 5 6 9 8],2532066,[6 9 7 2 5 3 8 0 1 4],1333453,[3 7 0 6 1 2 8 4 9 5],3068574,[8 4 0 7 9 3 2 1 5 6],3039530,[8 3 4 0 6 5 1 7 2 9],436600,[1 2 8 6 4 3 7 9 0 5],418610,[1 2 5 0 6 7 3 8 4 9],859359,[2 4 3 6 7 1 8 5 9 0],1660001,[4 6 1 3 7 2 8 9 5 0]
68,175146,[0 5 3 8 2 6 9 1 4 7],163316,[0 5 1 4 8 9 7 3 2 6],482258,[1 3 9 6 7 8 0 4 2 5],347353,[0 9 5 8 3 6 1 2 7 4],1102929,[3 0 4 8 9 1 5 6 7 2],1709152,[4 7 3 0 8 9 5 6 1 2],2084766,[5 7 6 4 3 0 2 1 8 9],1413426,[3 9 0 5 1 6 8 2 4 7],1183190,[3 2 4 8 1 9 6 5 0 7],304659,[0 8 5 4 1 9 2 6 7 3],321834,[0 8 9 6 7 5 4 1 2 3],1205300,[3 2 9 1 0 4 8 6 5 7],2546676,[7 0 2 4 1 5 8 3 6 9],1328015,[3 6 9 4 2 7 8 5 1 0],3118106,[8 5 2 6 7 1 0 4 3 9],3024268,[8 3 0 1 5 4 2 9 6 7],443629,[1 3 0 2 4 9 7 5 8 6],402408,[1 0 9 7 8 4 2 3 5 6],865840,[2 4 5 8 6 1 7 9 0 3],1668833,[4 6 3 0 8 9 5 7 2 1]
69,162882,[0 5 1 4 3 6 9 2 7 8],142587,[0 4 6 3 1 5 2 8 9 7],499254,[1 4 5 0 6 7 3 2 8 9],352612,[0 9 6 8 5 3 1 7 2 4],1138140,[3 1 2 8 7 5 6 0 4 9],1719765,[4 7 6 1 5 2 9 3 8 0],2087378,[5 7 8 1 0 9 2 4 3 6],1425137,[3 9 2 7 4 0 6 8 5 1],1239494,[3 4 7 9 5 0 6 2 1 8],280178,[0 7 9 5 1 8 2 4 3 6],361783,[0 9 8 6 3 7 2 1 5 4],1186839,[3 2 5 6 4 1 8 7 9 0],2544015,[7 0 1 8 4 2 6 5 9 3],1321681,[3 6 8 1 7 0 2 4 9 5],3082028,[8 4 3 5 6 2 9 1 0 7],3036295,[8 3 2 5 0 6 4 1 9 7],421447,[1 2 5 7 4 0 6 3 9 8],382152,[1 0 5 8 7 6 2 3 4 9],852472,[2 4 1 0 9 8 6 7 3 5],1673088,[4 6 3 9 7 2 0 1 5 8]
70,186310,[0 5 6 9 7 3 8 4 1 2],180468,[0 5 4 8 6 9 3 1 2 7],508853,[1 4 6 9 7 3 0 8 5 2],359897,[0 9 8 3 7 1 5 6 4 2],1134756,[3 1 2 4 0 6 8 5 7 9],1726253,[4 7 8 3 5 2 0 9 6 1],2141195,[5 9 0 7 8 2 3 6 4 1],1397340,[3 8 6 1 7 4 5 0 2 9],1223421,[3 4 2 8 1 0 9 6 7 5],270621,[0 7 6 5 9 1 8 3 4 2],305044,[0 8 5 4 7 1 2 9 3 6],1179847,[3 2 4 0 8 1 6 5 9 7],2582467,[7 1 0 4 8 5 9 2 6 3],1310239,[3 6 4 9 7 5 1 0 8 2],3086421,[8 4 5 2 7 0 9 3 6 1],3059112,[8 3 7 9 5 4 0 1 2 6],458512,[1 3 4 9 7 8 5 6 0 2],377664,[1 0 4 9 6 3 2 5 7 8],834629,[2 3 7 6 1 4 0 9 8 5],1716823,[4 7 5 6 2 9 1 0 8 3]
71,184555,[0 5 6 7 2 9 8 1 4 3],167435,[0 5 2 3 7 4 6 9 8 1],521165,[1 4 9 3 8 0 2 7 6 5],355089,[0 9 7 4 2 1 5 6 8 3],1164803,[3 1 9 0 7 6 4 8 5 2],1668306,[4 6 3 0 1 7 9 2 5 8],2109154,[5 8 2 4 3 1 6 9 0 7],1378635,[3 8 1 5 7 6 0 4 9 2],1244137,[3 4 8 7 9 6 0 1 5 2],294838,[0 8 3 5 4 9 7 6 1 2],326853,[0 9 1 7 8 5 6 3 4 2],1161193,[3 1 8 4 7 6 0 2 9 5],2580288,[7 0 9 8 5 3 1 2 4 6],1322065,[3 6 8 2 1 4 0 5 9 7],3104737,[8 5 0 1 2 9 3 4 7 6],3073927,[8 4 1 9 3 0 5 2 7 6],469761,[1 3 7 2 5 8 4 6 9 0],411651,[1 2 3 7 8 5 0 6 9 4],861083,[2 4 3 8 9 6 1 7 5 0],1676325,[4 6 5 7 1 2 9 3 8 0]
72,174593,[0 5 3 7 4 9 6 8 2 1],174631,[0 5 3 7 6 2 4 1 9 8],548560,[1 5 6 8 9 2 4 7 0 3],349541,[0 9 6 3 4 8 1 7 5 2],1104395,[3 0 5 1 9 4 6 8 7 2],1725381,[4 7 8 2 3 0 9 5 6 1],2097199,[5 8 0 1 7 6 3 2 9 4],1382500,[3 8 2 4 0 9 1 7 5 6],1205200,[3 2 9 0 8 4 6 7 1 5],280611,[0 7 9 5 6 3 1 4 8 2],347382,[0 9 5 8 3 7 2 1 4 6],1163540,[3 1 8 9 0 2 7 5 4 6],2573542,[7 0 8 5 3 1 9 6 2 4],1346230,[3 7 4 0 8 5 9 6 1 2],3089029,[8 4 5 9 1 7 3 0 6 2],3032846,[8 3 1 7 2 6 5 4 0 9],482547,[1 3 9 7 2 4 0 6 8 5],418771,[1 2 5 0 7 8 9 3 6 4],809156,[2 3 0 6 8 9 7 4 1 5],1662469,[4 6 1 8 9 7 3 0 5 2]
73,168539,[0 5 2 6 1 7 4 9 8 3],159598,[0 4 9 6 5 8 7 3 1 2],523129,[1 4 9 7 5 3 0 2 8 6],331542,[0 9 2 7 4 8 3 1 5 6],1098129,[3 0 2 9 4 1 6 7 8 5],1723942,[4 7 8 0 3 1 9 6 2 5],2132464,[5 8 9 0 6 3 4 7 1 2],1437567,[3 9 6 1 5 7 4 2 8 0],1212067,[3 4 0 6 5 7 9 1 8 2],268378,[0 7 6 2 8 4 3 9 1 5],304843,[0 8 5 4 3 2 9 1 7 6],1174878,[3 2 1 0 8 7 5 4 6 9],2525692,[6 9 5 0 8 3 1 7 2 4],1367868,[3 7 9 2 6 8 4 0 1 5],3079444,[8 4 3 0 1 2 5 9 6 7],3083402,[8 4 3 7 5 0 1 6 2 9],421999,[1 2 5 8 0 7 4 3 9 6],412683,[1 2 3 9 4 0 5 7 8 6],849096,[2 4 0 6 3 9 1 5 7 8],1726698,[4 7 8 5 1 0 9 2 3 6]
74,139680,[0 4 5 8 1 2 3 6 7 9],148957,[0 4 7 5 9 2 6 1 8 3],547466,[1 5 6 7 3 2 0 8 4 9],372897,[1 0 3 9 8 5 4 6 7 2],1155186,[3 1 7 2 5 6 9 0 4 8],1668633,[4 6 3 0 7 2 5 8 9 1],2105807,[5 8 1 7 6 2 9 4 3 0],1420356,[3 9 1 7 6 2 5 0 4 8],1233585,[3 4 6 8 1 9 2 5 7 0],319197,[0 8 9 3 2 7 6 4 5 1],353451,[0 9 7 1 8 4 2 5 6 3],1180157,[3 2 4 1 0 8 5 9 7 6],2566752,[7 0 6 2 9 5 1 3 4 8],1325646,[3 6 9 0 2 1 5 4 7 8],3073420,[8 4 1 7 5 9 0 6 2 3],3063591,[8 3 9 6 7 5 2 1 4 0],439512,[1 2 9 3 5 7 0 4 6 8],420445,[1 2 5 4 9 7 6 0 8 3],856437,[2 4 1 9 5 8 7 3 6 0],1664942,[4 6 2 3 5 7 8 1 0 9]
75,172097,[0 5 3 2 1 4 8 9 7 6],167978,[0 5 2 4 3 9 1 7 6 8],522683,[1 4 9 6 8 5 2 7 3 0],358860,[0 9 8 2 4 5 6 1 3 7],1104085,[3 0 5 1 6 8 7 2 9 4],1725796,[4 7 8 2 9 5 0 6 1 3],2127316,[5 8 7 0 4 6 1 9 2 3],1445411,[3 9 7 6 4 0 2 8 5 1],1248789,[3 4 9 7 2 5 8 1 6 0],275618,[0 7 8 5 6 9 1 3 2 4],313265,[0 8 7 2 1 5 6 9 4 3],1226722,[3 4 5 2 8 7 1 9 0 6],2554613,[7 0 3 9 1 5 2 8 6 4],1363246,[3 7 8 4 2 1 9 6 0 5],3122544,[8 5 3 4 9 1 0 2 6 7],3036686,[8 3 2 5 6 7 4 1 0 9],475037,[1 3 8 2 7 6 0 9 5 4],420314,[1 2 5 4 8 7 0 6 3 9],807026,[2 3 0 1 9 5 4 7 6 8],1723525,[4 7 6 9 5 3 2 0 8 1]
76,164095,[0 5 1 6 9 4 3 2 8 7],197133,[0 5 9 1 7 6 8 3 4 2],548122,[1 5 6 8 2 7 3 9 0 4],318986,[0 8 9 3 1 4 2 6 5 7],1153841,[3 1 6 9 5 2 7 8 4 0],1675671,[4 6 5 3 1 9 7 2 8 0],2124336,[5 8 6 3 2 9 0 1 4 7],1421219,[3 9 1 8 7 4 2 6 5 0],1212203,[3 4 0 6 7 8 2 9 5 1],275293,[0 7 8 5 3 1 6 2 9 4],299675,[0 8 4 5 2 3 6 9 7 1],1216808,[3 4 1 6 0 2 7 8 5 9],2524021,[6 9 4 7 3 2 5 0 8 1],1370038,[3 7 9 6 5 8 4 2 0 1],3104913,[8 5 0 1 4 3 6 7 9 2],3046029,[8 3 5 2 6 4 9 1 7 0],428540,[1 2 7 0 4 3 9 6 5 8],375440,[1 0 4 6 5 8 3 7 2 9],846217,[2 3 9 8 1 7 0 4 6 5],1703216,[4 7 1 9 5 3 2 6 0 8]
77,141466,[0 4 6 1 5 9 3 8 2 7],192644,[0 5 8 2 6 3 9 4 1 7],478801,[1 3 9 0 2 4 5 6 8 7],378647,[1 0 5 2 9 4 8 7 6 3],1143436,[3 1 4 9 0 7 2 8 5 6],1686717,[4 6 8 5 3 9 7 1 2 0],2128138,[5 8 7 1 6 3 2 9 0 4],1437805,[3 9 6 1 8 5 4 0 7 2],1239382,[3 4 7 9 2 0 8 6 1 5],295569,[0 8 3 6 5 1 4 7 9 2],341016,[0 9 4 6 5 8 1 2 3 7],1160125,[3 1 8 2 4 7 6 0 9 5],2547452,[7 0 2 5 1 8 9 4 3 6],1312742,[3 6 5 4 1 7 8 2 0 9],3128398,[8 5 4 6 9 7 3 2 0 1],3028188,[8 3 0 7 6 9 4 1 2 5],446259,[1 3 0 6 8 9 2 5 7 4],424263,[1 2 6 3 4 7 8 5 9 0],857871,[2 4 3 1 6 9 7 5 8 0],1692602,[4 6 9 7 8 0 1 3 2 5]
78,186407,[0 5 6 9 8 2 7 4 3 1],150652,[0 4 7 9 2 5 1 8 3 6],494572,[1 4 3 0 9 6 2 8 5 7],326435,[0 9 1 7 4 3 5 8 6 2],1129758,[3 1 0 4 2 8 6 5 7 9],1686425,[4 6 8 5 1 3 7 9 2 0],2088013,[5 7 8 2 0 1 6 3 9 4],1382771,[3 8 2 4 6 0 5 9 7 1],1213196,[3 4 0 7 9 8 6 2 1 5],255213,[0 7 3 6 4 8 9 2 5 1],301914,[0 8 4 9 2 7 6 1 3 5],1225127,[3 4 5 0 7 2 9 8 6 1],2580271,[7 0 9 8 5 2 3 1 6 4],1335682,[3 7 1 0 2 8 5 9 4 6],3082816,[8 4 3 6 7 0 5 9 1 2],3063450,[8 3 9 6 5 4 7 0 1 2],460660,[1 3 5 4 8 9 0 7 2 6],414915,[1 2 4 5 3 8 0 7 9 6],821345,[2 3 4 9 7 5 6 8 1 0],1669120,[4 6 3 1 2 5 8 9 0 7]
79,144365,[0 4 6 7 5 1 2 9 8 3],145044,[0 4 6 8 3 7 5 1 2 9],528913,[1 5 0 9 6 7 2 3 8 4],328855,[0 9 2 3 7 5 4 1 8 6],1151950,[3 1 6 5 9 4 8 7 0 2],1692828,[4 6 9 8 0 7 3 1 2 5],2125038,[5 8 6 4 2 7 1 0 3 9],1448450,[3 9 8 2 6 4 0 5 1 7],1219724,[3 4 2 0 1 6 9 7 5 8],304468,[0 8 5 3 9 2 1 7 4 6],339100,[0 9 4 2 8 7 1 6 3 5],1162594,[3 1 8 6 7 2 4 9 0 5],2566563,[7 0 6 2 8 1 3 5 9 4],1321672,[3 6 8 1 5 9 4 7 0 2],3125095,[8 5 4 0 3 6 2 1 9 7],3070053,[8 4 1 0 9 6 7 3 5 2],417512,[1 2 4 8 9 3 5 6 0 7],378384,[1 0 5 2 7 4 3 6 8 9],857234,[2 4 3 0 7 8 1 6 5 9],1690688,[4 6 9 3 1 0 5 7 2 8]
